name	unique reads 32151444_EXO_S22	32151444_EXO_S22	32151444_EXO_S22 (mult. map. adj.)	PM32151444_EXO_S22(lib)	32151444_EXO_S22 (total)	coordinateString 32151444_EXO_S22	32151444_EXO_S22 (lib)	32151444_EXO_S22 (total)
hsa-miR-450a-2-3p	2	9	9	8.23	1.88	X:hsa;hsa-mir-450a-2,134540565,134540586,-	8.232297131044449	1.8804957488259437
hsa-miR-369-3p	2	9	9	8.23	1.88	14:hsa;hsa-mir-369,101065641,101065661,+	8.232297131044449	1.8804957488259437
hsa-miR-7-2-3p	3	9	9	8.23	1.88	15:hsa;hsa-mir-7-2,88611896,88611917,+	8.232297131044449	1.8804957488259437
hsa-miR-550a-5p	1	9	3	8.23	1.88	7:hsa;hsa-mir-550a-2,32733002,32733024,+	2.744099043681483	0.6268319162753145
hsa-miR-4446-3p	2	9	9	8.23	1.88	3:hsa;hsa-mir-4446,113594918,113594939,+	8.232297131044449	1.8804957488259437
hsa-miR-409-3p	4	9	9	8.23	1.88	14:hsa;hsa-mir-409,101065346,101065367,+	8.232297131044449	1.8804957488259437
hsa-miR-146b-3p	2	9	9	8.23	1.88	10:hsa;hsa-mir-146b,102436557,102436578,+	8.232297131044449	1.8804957488259437
hsa-miR-138-5p	1	8	4	7.32	1.67	16:hsa;hsa-mir-138-2,56858527,56858549,+	3.658798724908644	0.8357758883670862
hsa-miR-6511b-3p	3	8	2.5	7.32	1.67	16:hsa;hsa-mir-6511b-1,15134118,15134140,-	2.2867492030679024	0.5223599302294288
hsa-miR-138-5p	1	8	4	7.32	1.67	3:hsa;hsa-mir-138-1,44114234,44114256,+	3.658798724908644	0.8357758883670862
hsa-miR-125b-1-3p	2	8	8	7.32	1.67	11:hsa;hsa-mir-125b-1,122099811,122099832,-	7.317597449817288	1.6715517767341723
hsa-miR-23c	5	8	5.5	7.32	1.67	X:hsa;hsa-mir-23c,20017153,20017174,-	5.030848246749386	1.1491918465047435
hsa-miR-3195	1	8	8	7.32	1.67	20:hsa;hsa-mir-3195,62064812,62064828,+	7.317597449817288	1.6715517767341723
hsa-miR-2116-3p	1	8	8	7.32	1.67	15:hsa;hsa-mir-2116,59171233,59171253,-	7.317597449817288	1.6715517767341723
hsa-miR-432-5p	2	8	8	7.32	1.67	14:hsa;hsa-mir-432,100884496,100884518,+	7.317597449817288	1.6715517767341723
hsa-miR-6511b-3p	3	8	2.5	7.32	1.67	16:hsa;hsa-mir-6511b-1,2106721,2106743,-	2.2867492030679024	0.5223599302294288
hsa-miR-26b-3p	2	8	8	7.32	1.67	2:hsa;hsa-mir-26b,218402692,218402712,+	7.317597449817288	1.6715517767341723
hsa-miR-642a-5p	2	8	8	7.32	1.67	19:hsa;hsa-mir-642a,45674943,45674964,+	7.317597449817288	1.6715517767341723
hsa-miR-1304-3p	1	7	7	6.4	1.46	11:hsa;hsa-mir-1304,93733726,93733747,-	6.402897768590127	1.4626078046424007
hsa-miR-9898	2	7	7	6.4	1.46	12:hsa;hsa-mir-9898,52898949,52898970,-	6.402897768590127	1.4626078046424007
hsa-miR-3605-5p	2	7	7	6.4	1.46	1:hsa;hsa-mir-3605,33332414,33332436,-	6.402897768590127	1.4626078046424007
hsa-miR-324-5p	1	7	7	6.4	1.46	17:hsa;hsa-mir-324,7223312,7223333,-	6.402897768590127	1.4626078046424007
hsa-miR-6777-5p	1	7	7	6.4	1.46	17:hsa;hsa-mir-6777,17813485,17813507,-	6.402897768590127	1.4626078046424007
hsa-miR-934	1	7	7	6.4	1.46	X:hsa;hsa-mir-934,136550892,136550913,+	6.402897768590127	1.4626078046424007
hsa-miR-1251-5p	1	7	7	6.4	1.46	12:hsa;hsa-mir-1251,97491913,97491933,+	6.402897768590127	1.4626078046424007
hsa-miR-455-5p	2	7	7	6.4	1.46	9:hsa;hsa-mir-455,114209449,114209470,+	6.402897768590127	1.4626078046424007
hsa-miR-92a-1-5p	2	7	7	6.4	1.46	13:hsa;hsa-mir-92a-1,91351324,91351346,+	6.402897768590127	1.4626078046424007
hsa-miR-19a-3p	2	7	7	6.4	1.46	13:hsa;hsa-mir-19a,91350939,91350961,+	6.402897768590127	1.4626078046424007
hsa-miR-3960	1	7	7	6.4	1.46	9:hsa;hsa-mir-3960,127785879,127785898,+	6.402897768590127	1.4626078046424007
hsa-miR-6763-5p	1	7	7	6.4	1.46	12:hsa;hsa-mir-6763,132582002,132582020,+	6.402897768590127	1.4626078046424007
hsa-miR-6803-3p	1	7	7	6.4	1.46	19:hsa;hsa-mir-6803,55245229,55245250,-	6.402897768590127	1.4626078046424007
hsa-miR-4750-5p	1	7	7	6.4	1.46	19:hsa;hsa-mir-4750,49888177,49888198,+	6.402897768590127	1.4626078046424007
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-3,63919551,63919573,+	0.32283518160958624	0.0737449313265076
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-2,63919551,63919573,+	0.32283518160958624	0.0737449313265076
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-1,16324592,16324614,+	0.27440990436814827	0.06268319162753146
hsa-miR-615-5p	1	6	6	5.49	1.25	12:hsa;hsa-mir-615,54033967,54033988,+	5.488198087362966	1.253663832550629
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-1,18344017,18344039,-	0.27440990436814827	0.06268319162753146
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-5,63919607,63919629,+	0.32283518160958624	0.0737449313265076
hsa-miR-495-3p	1	6	6	5.49	1.25	14:hsa;hsa-mir-495,101033804,101033825,+	5.488198087362966	1.253663832550629
hsa-miR-4695-5p	1	6	6	5.49	1.25	1:hsa;hsa-mir-4695,18883206,18883227,-	5.488198087362966	1.253663832550629
hsa-miR-4695-3p	1	6	6	5.49	1.25	1:hsa;hsa-mir-4695,18883252,18883273,-	5.488198087362966	1.253663832550629
hsa-miR-6511b-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511b-1,15134076,15134099,-	0.27440990436814827	0.06268319162753146
hsa-miR-6743-3p	1	6	6	5.49	1.25	11:hsa;hsa-mir-6743,209383,209405,+	5.488198087362966	1.253663832550629
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-3,63919802,63919824,+	0.32283518160958624	0.0737449313265076
hsa-miR-485-5p	1	6	6	5.49	1.25	14:hsa;hsa-mir-485,101055427,101055448,+	5.488198087362966	1.253663832550629
hsa-miR-296-5p	2	6	6	5.49	1.25	20:hsa;hsa-mir-296,58817628,58817648,-	5.488198087362966	1.253663832550629
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-3,16324592,16324614,+	0.27440990436814827	0.06268319162753146
hsa-miR-374c-5p	1	6	3	5.49	1.25	X:hsa;hsa-mir-374c,74218561,74218582,+	2.744099043681483	0.6268319162753145
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-2,14925941,14925963,+	0.27440990436814827	0.06268319162753146
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-2,16368880,16368902,+	0.27440990436814827	0.06268319162753146
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-5,63919802,63919824,+	0.32283518160958624	0.0737449313265076
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-4,16324592,16324614,+	0.27440990436814827	0.06268319162753146
hsa-miR-628-5p	1	6	6	5.49	1.25	15:hsa;hsa-mir-628,55372962,55372983,-	5.488198087362966	1.253663832550629
hsa-miR-6511b-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511b-2,15134080,15134103,-	0.27440990436814827	0.06268319162753146
hsa-miR-6511b-3p	2	6	1.5	5.49	1.25	16:hsa;hsa-mir-6511b-2,15134122,15134144,-	1.3720495218407416	0.31341595813765727
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-2,16324592,16324614,+	0.27440990436814827	0.06268319162753146
hsa-miR-10399-3p	2	6	6	5.49	1.25	7:hsa;hsa-mir-10399,139044137,139044157,-	5.488198087362966	1.253663832550629
hsa-miR-6732-3p	1	6	6	5.49	1.25	1:hsa;hsa-mir-6732,37480267,37480289,+	5.488198087362966	1.253663832550629
hsa-miR-708-3p	2	6	6	5.49	1.25	11:hsa;hsa-mir-708,79402078,79402099,-	5.488198087362966	1.253663832550629
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-1,14925941,14925963,+	0.27440990436814827	0.06268319162753146
hsa-miR-671-3p	3	6	6	5.49	1.25	7:hsa;hsa-mir-671,151238488,151238508,+	5.488198087362966	1.253663832550629
hsa-miR-513c-5p	1	6	6	5.49	1.25	X:hsa;hsa-mir-513c,147189717,147189738,-	5.488198087362966	1.253663832550629
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-2,63919914,63919936,+	0.32283518160958624	0.0737449313265076
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-5,63919914,63919936,+	0.32283518160958624	0.0737449313265076
hsa-miR-5187-5p	1	6	6	5.49	1.25	1:hsa;hsa-mir-5187,161227195,161227216,+	5.488198087362966	1.253663832550629
hsa-miR-4800-3p	2	6	6	5.49	1.25	4:hsa;hsa-mir-4800,2250124,2250142,-	5.488198087362966	1.253663832550629
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-4,16368880,16368902,+	0.27440990436814827	0.06268319162753146
hsa-miR-6511b-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511b-1,2106679,2106702,-	0.27440990436814827	0.06268319162753146
hsa-miR-142-5p	2	6	6	5.49	1.25	17:hsa;hsa-mir-142,58331247,58331267,-	5.488198087362966	1.253663832550629
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-3,63919607,63919629,+	0.32283518160958624	0.0737449313265076
hsa-miR-5189-5p	1	6	6	5.49	1.25	16:hsa;hsa-mir-5189,88468943,88468966,+	5.488198087362966	1.253663832550629
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-4,18344017,18344039,-	0.27440990436814827	0.06268319162753146
hsa-miR-1296-5p	1	6	6	5.49	1.25	10:hsa;hsa-mir-1296,63372972,63372993,-	5.488198087362966	1.253663832550629
hsa-miR-676-3p	1	6	6	5.49	1.25	X:hsa;hsa-mir-676,70022899,70022919,+	5.488198087362966	1.253663832550629
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-4,63919802,63919824,+	0.32283518160958624	0.0737449313265076
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-2,18344017,18344039,-	0.27440990436814827	0.06268319162753146
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-2,63919607,63919629,+	0.32283518160958624	0.0737449313265076
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-3,16368880,16368902,+	0.27440990436814827	0.06268319162753146
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-3,14925941,14925963,+	0.27440990436814827	0.06268319162753146
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-2,63919802,63919824,+	0.32283518160958624	0.0737449313265076
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-3,18344017,18344039,-	0.27440990436814827	0.06268319162753146
hsa-miR-433-3p	1	6	6	5.49	1.25	14:hsa;hsa-mir-433,100881949,100881970,+	5.488198087362966	1.253663832550629
hsa-miR-942-5p	3	6	6	5.49	1.25	1:hsa;hsa-mir-942,117094655,117094676,+	5.488198087362966	1.253663832550629
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-4,63919914,63919936,+	0.32283518160958624	0.0737449313265076
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-3,63919914,63919936,+	0.32283518160958624	0.0737449313265076
hsa-miR-6863	1	6	6	5.49	1.25	16:hsa;hsa-mir-6863,56904327,56904349,+	5.488198087362966	1.253663832550629
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-5,63919551,63919573,+	0.32283518160958624	0.0737449313265076
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-4,14925941,14925963,+	0.27440990436814827	0.06268319162753146
hsa-miR-6511a-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511a-1,16368880,16368902,+	0.27440990436814827	0.06268319162753146
hsa-miR-6802-3p	1	6	6	5.49	1.25	19:hsa;hsa-mir-6802,55239955,55239976,-	5.488198087362966	1.253663832550629
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-4,63919607,63919629,+	0.32283518160958624	0.0737449313265076
hsa-miR-330-5p	2	6	6	5.49	1.25	19:hsa;hsa-mir-330,45639011,45639032,-	5.488198087362966	1.253663832550629
hsa-miR-4510	3	6	3	5.49	1.25	15:hsa;hsa-mir-4510,35926863,35926884,+	2.744099043681483	0.6268319162753145
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-4,63919551,63919573,+	0.32283518160958624	0.0737449313265076
hsa-miR-6511b-5p	1	6	0.3	5.49	1.25	16:hsa;hsa-mir-6511b-2,2106683,2106706,-	0.27440990436814827	0.06268319162753146
hsa-miR-6511b-3p	2	6	1.5	5.49	1.25	16:hsa;hsa-mir-6511b-2,2106725,2106747,-	1.3720495218407416	0.31341595813765727
hsa-miR-941	3	6	0.35	5.49	1.25	20:hsa;hsa-mir-941-1,63919495,63919517,+	0.32283518160958624	0.0737449313265076
hsa-miR-32-3p	2	6	6	5.49	1.25	9:hsa;hsa-mir-32,109046275,109046296,-	5.488198087362966	1.253663832550629
hsa-miR-196b-3p	1	6	6	5.49	1.25	7:hsa;hsa-mir-196b,27169529,27169550,-	5.488198087362966	1.253663832550629
hsa-miR-127-3p	1	5	5	4.57	1.04	14:hsa;hsa-mir-127,100883035,100883056,+	4.573498406135805	1.0447198604588577
hsa-miR-29a-5p	1	5	5	4.57	1.04	7:hsa;hsa-mir-29a,130876750,130876771,-	4.573498406135805	1.0447198604588577
hsa-miR-133a-3p	4	5	2.5	4.57	1.04	20:hsa;hsa-mir-133a-2,62564970,62564991,+	2.2867492030679024	0.5223599302294288
hsa-miR-365b-5p	1	5	5	4.57	1.04	17:hsa;hsa-mir-365b,31575439,31575460,+	4.573498406135805	1.0447198604588577
hsa-miR-411-5p	2	5	5	4.57	1.04	14:hsa;hsa-mir-411,101023340,101023360,+	4.573498406135805	1.0447198604588577
hsa-miR-3622a-5p	1	5	5	4.57	1.04	8:hsa;hsa-mir-3622a,27701690,27701711,+	4.573498406135805	1.0447198604588577
hsa-miR-6882-5p	1	5	5	4.57	1.04	15:hsa;hsa-mir-6882,74840647,74840668,-	4.573498406135805	1.0447198604588577
hsa-miR-6885-3p	1	5	5	4.57	1.04	19:hsa;hsa-mir-6885,6389683,6389703,-	4.573498406135805	1.0447198604588577
hsa-miR-1269a	1	5	5	4.57	1.04	4:hsa;hsa-mir-1269a,66276890,66276911,+	4.573498406135805	1.0447198604588577
hsa-miR-133a-3p	4	5	2.5	4.57	1.04	18:hsa;hsa-mir-133a-1,21825750,21825771,-	2.2867492030679024	0.5223599302294288
hsa-miR-513a-5p	1	5	2.5	4.57	1.04	X:hsa;hsa-mir-513a-1,147213499,147213516,-	2.2867492030679024	0.5223599302294288
hsa-miR-187-5p	3	5	5	4.57	1.04	18:hsa;hsa-mir-187,35904852,35904873,-	4.573498406135805	1.0447198604588577
hsa-miR-4715-5p	1	5	5	4.57	1.04	15:hsa;hsa-mir-4715,25848756,25848777,-	4.573498406135805	1.0447198604588577
hsa-miR-6716-3p	1	5	5	4.57	1.04	11:hsa;hsa-mir-6716,118644048,118644069,+	4.573498406135805	1.0447198604588577
hsa-miR-3913-3p	1	5	2.5	4.57	1.04	12:hsa;hsa-mir-3913-1,69584780,69584801,-	2.2867492030679024	0.5223599302294288
hsa-miR-513a-5p	1	5	2.5	4.57	1.04	X:hsa;hsa-mir-513a-2,147225861,147225878,-	2.2867492030679024	0.5223599302294288
hsa-miR-6516-5p	1	5	5	4.57	1.04	17:hsa;hsa-mir-6516,77089428,77089449,+	4.573498406135805	1.0447198604588577
hsa-miR-3913-3p	1	5	2.5	4.57	1.04	12:hsa;hsa-mir-3913-2,69584780,69584801,+	2.2867492030679024	0.5223599302294288
hsa-miR-494-3p	1	5	5	4.57	1.04	14:hsa;hsa-mir-494,101029681,101029702,+	4.573498406135805	1.0447198604588577
hsa-miR-138-2-3p	1	4	4	3.66	0.84	16:hsa;hsa-mir-138-2,56858574,56858595,+	3.658798724908644	0.8357758883670862
hsa-miR-1284	1	4	4	3.66	0.84	3:hsa;hsa-mir-1284,71541999,71542020,-	3.658798724908644	0.8357758883670862
hsa-miR-616-5p	1	4	4	3.66	0.84	12:hsa;hsa-mir-616,57519178,57519199,-	3.658798724908644	0.8357758883670862
hsa-miR-589-3p	2	4	4	3.66	0.84	7:hsa;hsa-mir-589,5495879,5495902,-	3.658798724908644	0.8357758883670862
hsa-miR-6824-5p	1	4	4	3.66	0.84	3:hsa;hsa-mir-6824,48633641,48633662,-	3.658798724908644	0.8357758883670862
hsa-miR-5010-3p	1	4	4	3.66	0.84	17:hsa;hsa-mir-5010,42514267,42514288,+	3.658798724908644	0.8357758883670862
hsa-miR-3158-3p	1	4	2	3.66	0.84	10:hsa;hsa-mir-3158-1,101601466,101601487,+	1.829399362454322	0.4178879441835431
hsa-miR-302b-3p	2	4	4	3.66	0.84	4:hsa;hsa-mir-302b,112648531,112648553,-	3.658798724908644	0.8357758883670862
hsa-miR-296-3p	1	4	4	3.66	0.84	20:hsa;hsa-mir-296,58817662,58817683,-	3.658798724908644	0.8357758883670862
hsa-miR-24-1-5p	1	4	4	3.66	0.84	9:hsa;hsa-mir-24-1,95086027,95086048,+	3.658798724908644	0.8357758883670862
hsa-miR-141-5p	1	4	4	3.66	0.84	12:hsa;hsa-mir-141,6964113,6964134,+	3.658798724908644	0.8357758883670862
hsa-miR-3158-3p	1	4	2	3.66	0.84	10:hsa;hsa-mir-3158-2,101601466,101601487,-	1.829399362454322	0.4178879441835431
hsa-miR-940	1	4	4	3.66	0.84	16:hsa;hsa-mir-940,2271806,2271826,+	3.658798724908644	0.8357758883670862
hsa-miR-543	1	4	4	3.66	0.84	14:hsa;hsa-mir-543,101032033,101032054,+	3.658798724908644	0.8357758883670862
hsa-miR-890	2	4	4	3.66	0.84	X:hsa;hsa-mir-890,145994285,145994305,-	3.658798724908644	0.8357758883670862
hsa-miR-4720-5p	1	4	4	3.66	0.84	16:hsa;hsa-mir-4720,81385021,81385042,+	3.658798724908644	0.8357758883670862
hsa-miR-1180-5p	1	4	4	3.66	0.84	17:hsa;hsa-mir-1180,19344512,19344532,-	3.658798724908644	0.8357758883670862
hsa-miR-576-5p	2	4	4	3.66	0.84	4:hsa;hsa-mir-576,109488713,109488734,+	3.658798724908644	0.8357758883670862
hsa-miR-3613-3p	1	4	4	3.66	0.84	13:hsa;hsa-mir-3613,49996467,49996490,-	3.658798724908644	0.8357758883670862
hsa-miR-30d-3p	3	4	4	3.66	0.84	8:hsa;hsa-mir-30d,134804921,134804942,-	3.658798724908644	0.8357758883670862
hsa-miR-4797-3p	1	4	4	3.66	0.84	3:hsa;hsa-mir-4797,197293918,197293938,-	3.658798724908644	0.8357758883670862
hsa-miR-124-3p	1	3	1	2.74	0.63	8:hsa;hsa-mir-124-2,64379210,64379231,+	0.914699681227161	0.20894397209177154
hsa-miR-548o-3p	1	3	1.5	2.74	0.63	20:hsa;hsa-mir-548o-2,38516607,38516628,+	1.3720495218407416	0.31341595813765727
hsa-miR-3131	1	3	3	2.74	0.63	2:hsa;hsa-mir-3131,219058691,219058713,-	2.744099043681483	0.6268319162753145
hsa-miR-103a-2-5p	1	3	3	2.74	0.63	20:hsa;hsa-mir-103a-2,3917504,3917526,+	2.744099043681483	0.6268319162753145
hsa-miR-3200-3p	1	3	3	2.74	0.63	22:hsa;hsa-mir-3200,30731610,30731631,+	2.744099043681483	0.6268319162753145
hsa-miR-548o-3p	1	3	1.5	2.74	0.63	7:hsa;hsa-mir-548o,102405828,102405849,-	1.3720495218407416	0.31341595813765727
hsa-miR-411-3p	2	3	3	2.74	0.63	14:hsa;hsa-mir-411,101023375,101023396,+	2.744099043681483	0.6268319162753145
hsa-miR-660-3p	2	3	3	2.74	0.63	X:hsa;hsa-mir-660,50013292,50013312,+	2.744099043681483	0.6268319162753145
hsa-miR-6821-5p	1	3	3	2.74	0.63	22:hsa;hsa-mir-6821,49962866,49962888,+	2.744099043681483	0.6268319162753145
hsa-miR-1307-5p	1	3	3	2.74	0.63	10:hsa;hsa-mir-1307,103394293,103394313,-	2.744099043681483	0.6268319162753145
hsa-miR-708-5p	1	3	3	2.74	0.63	11:hsa;hsa-mir-708,79402032,79402054,-	2.744099043681483	0.6268319162753145
hsa-miR-7976	1	3	3	2.74	0.63	3:hsa;hsa-mir-7976,127587111,127587129,-	2.744099043681483	0.6268319162753145
hsa-miR-4640-3p	2	3	3	2.74	0.63	6:hsa;hsa-mir-4640,30890949,30890970,+	2.744099043681483	0.6268319162753145
hsa-miR-506-5p	1	3	3	2.74	0.63	X:hsa;hsa-mir-506,147230754,147230775,-	2.744099043681483	0.6268319162753145
hsa-miR-3940-3p	1	3	3	2.74	0.63	19:hsa;hsa-mir-3940,6416466,6416487,-	2.744099043681483	0.6268319162753145
hsa-miR-142-3p	2	3	3	2.74	0.63	17:hsa;hsa-mir-142,58331283,58331305,-	2.744099043681483	0.6268319162753145
hsa-miR-101-5p	1	3	3	2.74	0.63	1:hsa;hsa-mir-101-1,65058444,65058465,-	2.744099043681483	0.6268319162753145
hsa-miR-3125	1	3	3	2.74	0.63	2:hsa;hsa-mir-3125,12737376,12737395,+	2.744099043681483	0.6268319162753145
hsa-miR-124-3p	1	3	1	2.74	0.63	8:hsa;hsa-mir-124-1,9903440,9903461,-	0.914699681227161	0.20894397209177154
hsa-miR-124-3p	1	3	1	2.74	0.63	20:hsa;hsa-mir-124-3,63178552,63178573,+	0.914699681227161	0.20894397209177154
hsa-miR-3127-5p	1	3	3	2.74	0.63	2:hsa;hsa-mir-3127,96798288,96798310,+	2.744099043681483	0.6268319162753145
hsa-miR-26a-1-3p	2	3	3	2.74	0.63	3:hsa;hsa-mir-26a-1,37969452,37969473,+	2.744099043681483	0.6268319162753145
hsa-miR-502-5p	3	3	3	2.74	0.63	X:hsa;hsa-mir-502,50014613,50014633,+	2.744099043681483	0.6268319162753145
hsa-miR-577	2	3	3	2.74	0.63	4:hsa;hsa-mir-577,114656774,114656794,+	2.744099043681483	0.6268319162753145
hsa-miR-2276-3p	1	2	2	1.83	0.42	13:hsa;hsa-mir-2276,24162469,24162490,+	1.829399362454322	0.4178879441835431
hsa-miR-134-5p	1	2	2	1.83	0.42	14:hsa;hsa-mir-134,101054694,101054715,+	1.829399362454322	0.4178879441835431
hsa-miR-552-5p	1	2	2	1.83	0.42	1:hsa;hsa-mir-552,34669623,34669643,-	1.829399362454322	0.4178879441835431
hsa-miR-582-3p	1	2	2	1.83	0.42	5:hsa;hsa-mir-582,59703658,59703679,-	1.829399362454322	0.4178879441835431
hsa-miR-4662b	1	2	2	1.83	0.42	8:hsa;hsa-mir-4662b,124822027,124822048,-	1.829399362454322	0.4178879441835431
hsa-miR-188-5p	1	2	2	1.83	0.42	X:hsa;hsa-mir-188,50003517,50003537,+	1.829399362454322	0.4178879441835431
hsa-miR-10399-5p	1	2	2	1.83	0.42	7:hsa;hsa-mir-10399,139044100,139044120,-	1.829399362454322	0.4178879441835431
hsa-miR-1293	1	2	2	1.83	0.42	12:hsa;hsa-mir-1293,50234151,50234172,-	1.829399362454322	0.4178879441835431
hsa-miR-4636	1	2	2	1.83	0.42	5:hsa;hsa-mir-4636,9053825,9053846,-	1.829399362454322	0.4178879441835431
hsa-miR-1843	1	2	2	1.83	0.42	1:hsa;hsa-mir-1843,175968390,175968409,-	1.829399362454322	0.4178879441835431
hsa-miR-7113-5p	1	2	2	1.83	0.42	11:hsa;hsa-mir-7113,68032865,68032885,+	1.829399362454322	0.4178879441835431
hsa-miR-516a-5p	1	2	1	1.83	0.42	19:hsa;hsa-mir-516a-2,53761148,53761170,+	0.914699681227161	0.20894397209177154
hsa-miR-3074-3p	1	2	2	1.83	0.42	9:hsa;hsa-mir-3074,95086063,95086084,-	1.829399362454322	0.4178879441835431
hsa-miR-6757-5p	1	2	2	1.83	0.42	12:hsa;hsa-mir-6757,53056949,53056970,+	1.829399362454322	0.4178879441835431
hsa-miR-195-3p	1	2	2	1.83	0.42	17:hsa;hsa-mir-195,7017667,7017688,-	1.829399362454322	0.4178879441835431
hsa-miR-766-5p	1	2	2	1.83	0.42	X:hsa;hsa-mir-766,119646766,119646787,-	1.829399362454322	0.4178879441835431
hsa-miR-4286	1	2	2	1.83	0.42	8:hsa;hsa-mir-4286,10666988,10667004,+	1.829399362454322	0.4178879441835431
hsa-miR-1247-5p	1	2	2	1.83	0.42	14:hsa;hsa-mir-1247,101560326,101560347,-	1.829399362454322	0.4178879441835431
hsa-miR-181a-3p	1	2	2	1.83	0.42	1:hsa;hsa-mir-181a-1,198859107,198859128,-	1.829399362454322	0.4178879441835431
hsa-miR-516a-5p	1	2	1	1.83	0.42	19:hsa;hsa-mir-516a-1,53756756,53756778,+	0.914699681227161	0.20894397209177154
hsa-miR-1226-5p	1	1	1	0.91	0.21	3:hsa;hsa-mir-1226,47849555,47849580,+	0.914699681227161	0.20894397209177154
hsa-miR-149-3p	1	1	1	0.91	0.21	2:hsa;hsa-mir-149,240456056,240456076,+	0.914699681227161	0.20894397209177154
hsa-miR-4783-3p	1	1	1	0.91	0.21	2:hsa;hsa-mir-4783,127423587,127423609,-	0.914699681227161	0.20894397209177154
hsa-miR-4725-3p	1	1	1	0.91	0.21	17:hsa;hsa-mir-4725,31575326,31575347,+	0.914699681227161	0.20894397209177154
hsa-miR-6798-3p	1	1	1	0.91	0.21	19:hsa;hsa-mir-6798,49009952,49009972,+	0.914699681227161	0.20894397209177154
hsa-miR-7977	1	1	1	0.91	0.21	3:hsa;hsa-mir-7977,176515103,176515120,+	0.914699681227161	0.20894397209177154
hsa-miR-203b-3p	1	1	1	0.91	0.21	14:hsa;hsa-mir-203b,104117471,104117493,-	0.914699681227161	0.20894397209177154
hsa-miR-6509-5p	1	1	1	0.91	0.21	7:hsa;hsa-mir-6509,135207008,135207028,-	0.914699681227161	0.20894397209177154
hsa-miR-145-3p	1	1	1	0.91	0.21	5:hsa;hsa-mir-145,149430699,149430720,+	0.914699681227161	0.20894397209177154
hsa-miR-491-3p	1	1	1	0.91	0.21	9:hsa;hsa-mir-491,20716154,20716175,+	0.914699681227161	0.20894397209177154
hsa-miR-3138	1	1	1	0.91	0.21	4:hsa;hsa-mir-3138,10078658,10078681,-	0.914699681227161	0.20894397209177154
hsa-miR-6734-3p	1	1	1	0.91	0.21	1:hsa;hsa-mir-6734,43364693,43364715,-	0.914699681227161	0.20894397209177154
hsa-miR-302d-3p	1	1	1	0.91	0.21	4:hsa;hsa-mir-302d,112648047,112648069,-	0.914699681227161	0.20894397209177154
hsa-miR-548j-5p	1	1	1	0.91	0.21	22:hsa;hsa-mir-548j,26555240,26555261,-	0.914699681227161	0.20894397209177154
