name	unique reads 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (mult. map. adj.)	PM180626-180628-190531_Brain_S32(lib)	180626-180628-190531_Brain_S32 (total)	coordinateString 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (lib)	180626-180628-190531_Brain_S32 (total)
hsa-miR-6511b-3p	15	201	50.25	21.9	15.61	16:hsa;hsa-mir-6511b-2,15134122,15134144,-	5.475573439644089	3.901769516534651
hsa-miR-1298-3p	12	201	201	21.9	15.61	X:hsa;hsa-mir-1298,114715304,114715324,+	21.902293758576356	15.607078066138603
hsa-miR-6511b-3p	15	201	50.25	21.9	15.61	16:hsa;hsa-mir-6511b-2,2106725,2106747,-	5.475573439644089	3.901769516534651
hsa-miR-196a-5p	7	200	99.83	21.79	15.53	17:hsa;hsa-mir-196a-1,48632496,48632517,-	10.878502455544972	7.751774263364033
hsa-miR-106a-5p	15	199	163.67	21.68	15.45	X:hsa;hsa-mir-106a,134170210,134170232,-	17.834206028956867	12.70825096264354
hsa-miR-199a-5p	11	196	98	21.36	15.22	19:hsa;hsa-mir-199a-1,10817431,10817453,-	10.678730290251158	7.609421146674544
hsa-miR-199a-5p	11	196	98	21.36	15.22	1:hsa;hsa-mir-199a-2,172144565,172144587,-	10.678730290251158	7.609421146674544
hsa-miR-138-1-3p	12	196	196	21.36	15.22	3:hsa;hsa-mir-138-1,44114274,44114295,+	21.357460580502316	15.218842293349088
hsa-miR-1343-3p	13	194	194	21.14	15.06	11:hsa;hsa-mir-1343,34941888,34941909,+	21.1395273092727	15.06354798423328
hsa-miR-29b-1-5p	14	194	193.5	21.14	15.06	7:hsa;hsa-mir-29b-1,130877468,130877491,-	21.085043991465298	15.024724406954329
hsa-miR-374c-5p	9	190	99	20.7	14.75	X:hsa;hsa-mir-374c,74218561,74218582,+	10.787696925865966	7.687068301232447
hsa-miR-3173-5p	10	190	190	20.7	14.75	14:hsa;hsa-mir-3173,95137923,95137944,-	20.70366076681347	14.752959366001665
hsa-miR-1468-5p	10	187	187	20.38	14.52	X:hsa;hsa-mir-1468,63786014,63786034,-	20.376760859969046	14.520017902327956
hsa-miR-1250-5p	7	187	187	20.38	14.52	17:hsa;hsa-mir-1250,81133219,81133239,-	20.376760859969046	14.520017902327956
hsa-miR-582-3p	12	186	186	20.27	14.44	5:hsa;hsa-mir-582,59703658,59703679,-	20.26779422435424	14.442370747770052
hsa-miR-219a-5p	5	185	92.5	20.16	14.36	6:hsa;hsa-mir-219a-1,33207855,33207875,+	10.079413794369716	7.182361796606074
hsa-miR-5010-3p	14	181	181	19.72	14.05	17:hsa;hsa-mir-5010,42514267,42514288,+	19.7229610462802	14.054134974980535
hsa-miR-191-3p	9	181	181	19.72	14.05	3:hsa;hsa-mir-191,49020675,49020696,-	19.7229610462802	14.054134974980535
hsa-miR-146b-3p	11	181	181	19.72	14.05	10:hsa;hsa-mir-146b,102436557,102436578,+	19.7229610462802	14.054134974980535
hsa-miR-34b-3p	10	179	179	19.51	13.9	11:hsa;hsa-mir-34b,111512987,111513008,+	19.505027775050586	13.898840665864727
hsa-miR-887-3p	11	179	179	19.51	13.9	5:hsa;hsa-mir-887,15935229,15935250,+	19.505027775050586	13.898840665864727
hsa-let-7e-3p	12	179	179	19.51	13.9	19:hsa;hsa-let-7e,51692838,51692859,+	19.505027775050586	13.898840665864727
hsa-miR-30b-3p	6	177	177	19.29	13.74	8:hsa;hsa-mir-30b,134800574,134800595,-	19.28709450382097	13.74354635674892
hsa-miR-654-5p	11	166	166	18.09	12.89	14:hsa;hsa-mir-654,101040234,101040255,+	18.088461512058085	12.889427656611982
hsa-miR-377-3p	9	163	163	17.76	12.66	14:hsa;hsa-mir-377,101062094,101062115,+	17.76156160521366	12.65648619293827
hsa-miR-629-5p	11	162	162	17.65	12.58	15:hsa;hsa-mir-629,70079393,70079413,-	17.652594969598855	12.578839038380368
hsa-miR-224-5p	10	161	161	17.54	12.5	X:hsa;hsa-mir-224,151958584,151958608,-	17.543628333984046	12.501191883822464
hsa-miR-1306-3p	14	160	160	17.43	12.42	22:hsa;hsa-mir-1306,20086112,20086129,+	17.43466169836924	12.423544729264561
hsa-miR-4443	6	158	158	17.22	12.27	3:hsa;hsa-mir-4443,48196572,48196588,+	17.216728427139625	12.268250420148753
hsa-miR-329-5p	10	155	77.5	16.89	12.04	14:hsa;hsa-mir-329-1,101026797,101026819,+	8.4449142601476	6.017654478237522
hsa-miR-329-5p	10	155	77.5	16.89	12.04	14:hsa;hsa-mir-329-2,101027114,101027136,+	8.4449142601476	6.017654478237522
hsa-miR-93-3p	7	151	151	16.45	11.72	7:hsa;hsa-mir-93,100093817,100093838,-	16.45396197783597	11.72472033824343
hsa-miR-1179	9	150	150	16.34	11.65	15:hsa;hsa-mir-1179,88608121,88608141,+	16.34499534222116	11.647073183685526
hsa-miR-1271-5p	6	150	150	16.34	11.65	5:hsa;hsa-mir-1271,176367960,176367981,+	16.34499534222116	11.647073183685526
hsa-miR-299-3p	12	147	147	16.02	11.41	14:hsa;hsa-mir-299,101023832,101023853,+	16.01809543537674	11.414131720011815
hsa-miR-486-3p	6	144	75.5	15.69	11.18	8:hsa;hsa-mir-486-1,41660486,41660506,-	8.226980988917985	5.862360169121715
hsa-miR-376a-5p	15	143	143	15.58	11.1	14:hsa;hsa-mir-376a-1,101040788,101040809,+	15.582228892917508	11.1035431017802
hsa-miR-940	4	141	141	15.36	10.95	16:hsa;hsa-mir-940,2271806,2271826,+	15.36429562168789	10.948248792664394
hsa-miR-2355-3p	9	141	141	15.36	10.95	2:hsa;hsa-mir-2355,207110040,207110061,-	15.36429562168789	10.948248792664394
hsa-miR-185-3p	8	141	141	15.36	10.95	22:hsa;hsa-mir-185,20033188,20033209,+	15.36429562168789	10.948248792664394
hsa-miR-135a-2-3p	10	139	139	15.15	10.79	12:hsa;hsa-mir-135a-2,97563872,97563893,+	15.146362350458276	10.792954483548588
hsa-miR-486-3p	5	137	68.5	14.93	10.64	8:hsa;hsa-mir-486-2,41660486,41660506,+	7.46421453961433	5.31883008721639
hsa-miR-2682-5p	7	134	134	14.6	10.4	1:hsa;hsa-mir-2682,98045264,98045286,-	14.601529172384238	10.40471871075907
hsa-miR-6842-3p	7	132	132	14.38	10.25	8:hsa;hsa-mir-6842,27433413,27433434,+	14.383595901154623	10.249424401643262
hsa-miR-20b-5p	7	131	131	14.27	10.17	X:hsa;hsa-mir-20b,134169814,134169836,-	14.274629265539815	10.171777247085359
hsa-miR-34c-5p	5	131	131	14.27	10.17	11:hsa;hsa-mir-34c,111513451,111513473,+	14.274629265539815	10.171777247085359
hsa-miR-23b-5p	9	130	130	14.17	10.09	9:hsa;hsa-mir-23b,95085227,95085248,+	14.165662629925006	10.094130092527456
hsa-miR-532-3p	8	130	130	14.17	10.09	X:hsa;hsa-mir-532,50003204,50003225,+	14.165662629925006	10.094130092527456
hsa-miR-487b-5p	6	130	130	14.17	10.09	14:hsa;hsa-mir-487b,101046469,101046490,+	14.165662629925006	10.094130092527456
hsa-miR-625-5p	6	129	129	14.06	10.02	14:hsa;hsa-mir-625,65471116,65471136,+	14.056695994310198	10.016482937969553
hsa-miR-767-5p	7	126	126	13.73	9.78	X:hsa;hsa-mir-767,152393447,152393469,-	13.729796087465775	9.783541474295841
hsa-miR-24-2-5p	7	126	126	13.73	9.78	19:hsa;hsa-mir-24-2,13836299,13836320,-	13.729796087465775	9.783541474295841
hsa-miR-21-3p	9	126	126	13.73	9.78	17:hsa;hsa-mir-21,59841311,59841331,+	13.729796087465775	9.783541474295841
hsa-miR-193b-3p	6	120	120	13.08	9.32	16:hsa;hsa-mir-193b,14304017,14304038,+	13.075996273776928	9.31765854694842
hsa-miR-205-5p	7	120	120	13.08	9.32	1:hsa;hsa-mir-205,209432166,209432187,+	13.075996273776928	9.31765854694842
hsa-miR-448	9	118	118	12.86	9.16	X:hsa;hsa-mir-448,114823524,114823545,+	12.858063002547313	9.162364237832614
hsa-miR-770-5p	12	116	116	12.64	9.01	14:hsa;hsa-mir-770,100852409,100852431,+	12.640129731317698	9.007069928716806
hsa-miR-195-3p	9	114	114	12.42	8.85	17:hsa;hsa-mir-195,7017667,7017688,-	12.422196460088083	8.851775619601
hsa-miR-204-3p	5	112	112	12.2	8.7	9:hsa;hsa-mir-204,70810046,70810066,-	12.204263188858468	8.696481310485192
hsa-miR-3200-5p	11	111	111	12.1	8.62	22:hsa;hsa-mir-3200,30731569,30731590,+	12.09529655324366	8.618834155927289
hsa-miR-3177-3p	6	110	110	11.99	8.54	16:hsa;hsa-mir-3177,1735038,1735058,+	11.986329917628852	8.541187001369385
hsa-miR-769-3p	10	108	108	11.77	8.39	19:hsa;hsa-mir-769,46019000,46019022,+	11.768396646399236	8.385892692253579
hsa-miR-4662a-5p	7	108	108	11.77	8.39	8:hsa;hsa-mir-4662a,124821990,124822011,+	11.768396646399236	8.385892692253579
hsa-miR-4705	4	108	108	11.77	8.39	13:hsa;hsa-mir-4705,102045943,102045964,-	11.768396646399236	8.385892692253579
hsa-miR-873-3p	7	106	106	11.55	8.23	9:hsa;hsa-mir-873,28888924,28888945,-	11.55046337516962	8.230598383137771
hsa-miR-433-5p	7	106	106	11.55	8.23	14:hsa;hsa-mir-433,100881897,100881918,+	11.55046337516962	8.230598383137771
hsa-miR-380-5p	4	106	106	11.55	8.23	14:hsa;hsa-mir-380,101025021,101025042,+	11.55046337516962	8.230598383137771
hsa-miR-128-2-5p	6	106	106	11.55	8.23	3:hsa;hsa-mir-128-2,35744490,35744512,+	11.55046337516962	8.230598383137771
hsa-miR-211-5p	8	104	78	11.33	8.08	15:hsa;hsa-mir-211,31065057,31065078,-	8.499397577955003	6.0564780555164734
hsa-miR-26b-3p	8	103	103	11.22	8	2:hsa;hsa-mir-26b,218402692,218402712,+	11.223563468325198	7.9976569194640605
hsa-miR-6507-5p	6	102	102	11.11	7.92	10:hsa;hsa-mir-6507,98924504,98924524,-	11.11459683271039	7.920009764906157
hsa-miR-942-5p	9	102	102	11.11	7.92	1:hsa;hsa-mir-942,117094655,117094676,+	11.11459683271039	7.920009764906157
hsa-miR-148b-5p	9	101	101	11.01	7.84	12:hsa;hsa-mir-148b,54337240,54337261,+	11.005630197095583	7.842362610348254
hsa-miR-4440	8	98	98	10.68	7.61	2:hsa;hsa-mir-4440,239068881,239068902,-	10.678730290251158	7.609421146674544
hsa-miR-6516-5p	5	97	97	10.57	7.53	17:hsa;hsa-mir-6516,77089428,77089449,+	10.56976365463635	7.53177399211664
hsa-miR-377-5p	6	96	96	10.46	7.45	14:hsa;hsa-mir-377,101062056,101062077,+	10.460797019021543	7.454126837558737
hsa-miR-766-3p	4	96	96	10.46	7.45	X:hsa;hsa-mir-766,119646802,119646823,-	10.460797019021543	7.454126837558737
hsa-miR-18a-5p	7	95	95	10.35	7.38	13:hsa;hsa-mir-18a,91350756,91350778,+	10.351830383406735	7.376479683000833
hsa-miR-320e	10	94	23.5	10.24	7.3	19:hsa;hsa-mir-320e,46709325,46709342,-	2.560715936947982	1.8247081321107324
hsa-miR-5100	3	94	94	10.24	7.3	10:hsa;hsa-mir-5100,42997630,42997651,+	10.242863747791928	7.298832528442929
hsa-miR-548e-3p	5	93	93	10.13	7.22	10:hsa;hsa-mir-548e,110988978,110988999,+	10.13389711217712	7.221185373885026
hsa-miR-92b-5p	9	91	91	9.92	7.07	1:hsa;hsa-mir-92b,155195196,155195217,+	9.915963840947505	7.065891064769219
hsa-miR-3065-3p	9	90	90	9.81	6.99	17:hsa;hsa-mir-3065,81125926,81125948,+	9.806997205332697	6.988243910211315
hsa-let-7f-1-3p	5	89	89	9.7	6.91	9:hsa;hsa-let-7f-1,94176409,94176430,+	9.69803056971789	6.910596755653412
hsa-miR-522-3p	3	85	85	9.26	6.6	19:hsa;hsa-mir-522,53751264,53751285,+	9.262164027258658	6.600008137421798
hsa-miR-137-5p	10	83	83	9.04	6.44	1:hsa;hsa-mir-137,98046092,98046114,-	9.044230756029043	6.444713828305991
hsa-miR-23c	18	83	48.33	9.04	6.44	X:hsa;hsa-mir-23c,20017153,20017174,-	5.266720721382375	3.7529458036320027
hsa-miR-370-5p	6	82	82	8.94	6.37	14:hsa;hsa-mir-370,100911151,100911172,+	8.935264120414235	6.367066673748087
hsa-miR-758-3p	8	82	82	8.94	6.37	14:hsa;hsa-mir-758,101026071,101026092,+	8.935264120414235	6.367066673748087
hsa-miR-576-5p	7	82	82	8.94	6.37	4:hsa;hsa-mir-576,109488713,109488734,+	8.935264120414235	6.367066673748087
hsa-miR-514a-3p	4	81	16.2	8.83	6.29	X:hsa;hsa-mir-514a-1,147279305,147279325,-	1.7652594969598854	1.2578839038380367
hsa-miR-514a-3p	4	81	16.2	8.83	6.29	X:hsa;hsa-mir-514a-3,147284694,147284714,-	1.7652594969598854	1.2578839038380367
hsa-miR-514a-3p	4	81	16.2	8.83	6.29	X:hsa;hsa-mir-514a-2,147284694,147284714,-	1.7652594969598854	1.2578839038380367
hsa-miR-514a-3p	4	81	16.2	8.83	6.29	X:hsa;hsa-mir-514a-2,147281996,147282016,-	1.7652594969598854	1.2578839038380367
hsa-miR-496	3	81	81	8.83	6.29	14:hsa;hsa-mir-496,101060628,101060649,+	8.826297484799428	6.289419519190184
hsa-miR-10a-3p	5	81	81	8.83	6.29	17:hsa;hsa-mir-10a,48579900,48579921,-	8.826297484799428	6.289419519190184
hsa-miR-33a-5p	3	81	81	8.83	6.29	22:hsa;hsa-mir-33a,41900949,41900969,+	8.826297484799428	6.289419519190184
hsa-miR-514a-3p	4	81	16.2	8.83	6.29	X:hsa;hsa-mir-514a-3,147281996,147282016,-	1.7652594969598854	1.2578839038380367
hsa-miR-1270	5	80	80	8.72	6.21	19:hsa;hsa-mir-1270,20399284,20399306,-	8.71733084918462	6.211772364632281
hsa-miR-490-5p	6	80	80	8.72	6.21	7:hsa;hsa-mir-490,136903205,136903224,+	8.71733084918462	6.211772364632281
hsa-miR-513c-5p	7	79	79	8.61	6.13	X:hsa;hsa-mir-513c,147189717,147189738,-	8.608364213569812	6.134125210074377
hsa-miR-153-5p	5	79	79	8.61	6.13	7:hsa;hsa-mir-153-2,157574350,157574371,-	8.608364213569812	6.134125210074377
hsa-miR-122-5p	3	79	79	8.61	6.13	18:hsa;hsa-mir-122,58451088,58451109,+	8.608364213569812	6.134125210074377
hsa-miR-4791	2	78	78	8.5	6.06	3:hsa;hsa-mir-4791,19314855,19314872,-	8.499397577955003	6.0564780555164734
hsa-miR-7704	4	78	78	8.5	6.06	2:hsa;hsa-mir-7704,176188843,176188861,+	8.499397577955003	6.0564780555164734
hsa-miR-2113	2	78	78	8.5	6.06	6:hsa;hsa-mir-2113,98024586,98024606,+	8.499397577955003	6.0564780555164734
hsa-miR-1226-3p	7	77	77	8.39	5.98	3:hsa;hsa-mir-1226,47849608,47849629,+	8.390430942340195	5.978830900958569
hsa-miR-3180-3p	3	76	6.91	8.28	5.9	16:hsa;hsa-mir-3180-1,18402239,18402260,-	0.7528603915204898	0.5364712496727878
hsa-miR-3180-3p	3	76	6.91	8.28	5.9	16:hsa;hsa-mir-3180-2,14911281,14911302,+	0.7528603915204898	0.5364712496727878
hsa-miR-3180-3p	3	76	6.91	8.28	5.9	16:hsa;hsa-mir-3180-4,15154885,15154906,-	0.7528603915204898	0.5364712496727878
hsa-miR-3180-3p	3	76	6.91	8.28	5.9	16:hsa;hsa-mir-3180-5,2136012,2136033,-	0.7528603915204898	0.5364712496727878
hsa-miR-3180-3p	3	76	6.91	8.28	5.9	16:hsa;hsa-mir-3180-3,16309936,16309957,+	0.7528603915204898	0.5364712496727878
hsa-miR-3180-3p	3	76	6.91	8.28	5.9	16:hsa;hsa-mir-3180-3,14911281,14911302,+	0.7528603915204898	0.5364712496727878
hsa-miR-3180-3p	3	76	6.91	8.28	5.9	16:hsa;hsa-mir-3180-2,16309936,16309957,+	0.7528603915204898	0.5364712496727878
hsa-miR-3180-3p	3	76	6.91	8.28	5.9	16:hsa;hsa-mir-3180-1,16309936,16309957,+	0.7528603915204898	0.5364712496727878
hsa-miR-3180-3p	3	76	6.91	8.28	5.9	16:hsa;hsa-mir-3180-2,18402237,18402258,-	0.7528603915204898	0.5364712496727878
hsa-miR-210-3p	4	76	76	8.28	5.9	11:hsa;hsa-mir-210,568154,568175,-	8.281464306725388	5.901183746400666
hsa-miR-3180-3p	3	76	6.91	8.28	5.9	16:hsa;hsa-mir-3180-3,18402239,18402260,-	0.7528603915204898	0.5364712496727878
hsa-miR-3180-3p	3	76	6.91	8.28	5.9	16:hsa;hsa-mir-3180-1,14911281,14911302,+	0.7528603915204898	0.5364712496727878
hsa-miR-642a-3p	9	75	72.5	8.17	5.82	19:hsa;hsa-mir-642a,45674978,45674999,+	7.900081082073561	5.629418705448004
hsa-miR-10395-3p	6	72	72	7.85	5.59	19:hsa;hsa-mir-10395,12703644,12703664,-	7.845597764266158	5.590595128169053
hsa-miR-3124-5p	3	71	71	7.74	5.51	1:hsa;hsa-mir-3124,248826383,248826403,+	7.73663112865135	5.512947973611149
hsa-miR-200a-5p	3	71	71	7.74	5.51	1:hsa;hsa-mir-200a,1167878,1167899,+	7.73663112865135	5.512947973611149
hsa-miR-500a-5p	4	71	38	7.74	5.51	X:hsa;hsa-mir-500a,50008443,50008465,+	4.140732153362694	2.950591873200333
hsa-miR-744-3p	7	70	70	7.63	5.44	17:hsa;hsa-mir-744,12081966,12081987,+	7.627664493036542	5.4353008190532455
hsa-miR-4510	18	70	33.9	7.63	5.44	15:hsa;hsa-mir-4510,35926863,35926884,+	3.693968947341982	2.6322385395129286
hsa-miR-493-3p	6	68	68	7.41	5.28	14:hsa;hsa-mir-493,100869116,100869137,+	7.4097312218069264	5.280006509937438
hsa-miR-4446-3p	7	67	67	7.3	5.2	3:hsa;hsa-mir-4446,113594918,113594939,+	7.300764586192119	5.202359355379535
hsa-miR-500b-5p	3	66	33	7.19	5.12	X:hsa;hsa-mir-500b,50010682,50010699,+	3.5958989752886557	2.5623561004108155
hsa-miR-450a-5p	5	65	32.5	7.08	5.05	X:hsa;hsa-mir-450a-1,134540358,134540379,-	3.5414156574812514	2.523532523131864
hsa-miR-30c-1-3p	5	65	65	7.08	5.05	1:hsa;hsa-mir-30c-1,40757339,40757360,+	7.082831314962503	5.047065046263728
hsa-miR-450a-5p	5	65	32.5	7.08	5.05	X:hsa;hsa-mir-450a-2,134540530,134540551,-	3.5414156574812514	2.523532523131864
hsa-miR-483-5p	5	63	63	6.86	4.89	11:hsa;hsa-mir-483,2134141,2134162,-	6.864898043732888	4.891770737147921
hsa-miR-3158-3p	4	61	30.5	6.65	4.74	10:hsa;hsa-mir-3158-1,101601466,101601487,+	3.3234823862516363	2.3682382140160567
hsa-miR-3158-3p	4	61	30.5	6.65	4.74	10:hsa;hsa-mir-3158-2,101601466,101601487,-	3.3234823862516363	2.3682382140160567
hsa-miR-585-3p	1	60	60	6.54	4.66	5:hsa;hsa-mir-585,169263661,169263679,-	6.537998136888464	4.65882927347421
hsa-miR-3912-3p	4	60	60	6.54	4.66	5:hsa;hsa-mir-3912,171386718,171386738,-	6.537998136888464	4.65882927347421
hsa-miR-203b-3p	4	59	59	6.43	4.58	14:hsa;hsa-mir-203b,104117471,104117493,-	6.4290315012736565	4.581182118916307
hsa-miR-3064-5p	3	59	59	6.43	4.58	17:hsa;hsa-mir-3064,64500776,64500796,-	6.4290315012736565	4.581182118916307
hsa-miR-29a-5p	8	58	58	6.32	4.5	7:hsa;hsa-mir-29a,130876750,130876771,-	6.320064865658849	4.503534964358403
hsa-miR-4485-3p	5	58	58	6.32	4.5	11:hsa;hsa-mir-4485,10508300,10508319,-	6.320064865658849	4.503534964358403
hsa-miR-551b-3p	2	56	56	6.1	4.35	3:hsa;hsa-mir-551b,168551914,168551934,+	6.102131594429234	4.348240655242596
hsa-miR-488-5p	5	56	56	6.1	4.35	1:hsa;hsa-mir-488,177029376,177029396,-	6.102131594429234	4.348240655242596
hsa-miR-143-5p	3	54	54	5.88	4.19	5:hsa;hsa-mir-143,149428944,149428965,+	5.884198323199618	4.1929463461267895
hsa-miR-653-5p	3	54	54	5.88	4.19	7:hsa;hsa-mir-653,93482772,93482792,-	5.884198323199618	4.1929463461267895
hsa-miR-937-3p	6	54	54	5.88	4.19	8:hsa;hsa-mir-937,143813007,143813028,-	5.884198323199618	4.1929463461267895
hsa-miR-2681-3p	5	54	54	5.88	4.19	13:hsa;hsa-mir-2681,101967702,101967723,-	5.884198323199618	4.1929463461267895
hsa-miR-4640-3p	5	53	53	5.78	4.12	6:hsa;hsa-mir-4640,30890949,30890970,+	5.77523168758481	4.1152991915688855
hsa-miR-1292-5p	4	52	52	5.67	4.04	20:hsa;hsa-mir-1292,2652779,2652803,+	5.666265051970003	4.037652037010982
hsa-miR-3065-5p	3	52	52	5.67	4.04	17:hsa;hsa-mir-3065,81125886,81125908,+	5.666265051970003	4.037652037010982
hsa-miR-376b-3p	3	51	51	5.56	3.96	14:hsa;hsa-mir-376b,101040497,101040518,+	5.557298416355195	3.9600048824530787
hsa-miR-1287-5p	2	51	51	5.56	3.96	10:hsa;hsa-mir-1287,98395233,98395254,-	5.557298416355195	3.9600048824530787
hsa-let-7c-3p	5	51	51	5.56	3.96	21:hsa;hsa-let-7c,16539883,16539904,+	5.557298416355195	3.9600048824530787
hsa-miR-2116-3p	3	50	50	5.45	3.88	15:hsa;hsa-mir-2116,59171233,59171253,-	5.4483317807403875	3.882357727895175
hsa-miR-6841-5p	3	50	50	5.45	3.88	8:hsa;hsa-mir-6841,24953801,24953822,-	5.4483317807403875	3.882357727895175
hsa-miR-4326	5	50	50	5.45	3.88	20:hsa;hsa-mir-4326,63286818,63286837,+	5.4483317807403875	3.882357727895175
hsa-miR-15b-3p	4	50	50	5.45	3.88	3:hsa;hsa-mir-15b,160404645,160404666,+	5.4483317807403875	3.882357727895175
hsa-miR-194-3p	2	49	49	5.34	3.8	11:hsa;hsa-mir-194-2,64891405,64891426,-	5.339365145125579	3.804710573337272
hsa-miR-3909	1	49	49	5.34	3.8	22:hsa;hsa-mir-3909,35335710,35335731,+	5.339365145125579	3.804710573337272
hsa-miR-1911-5p	5	49	49	5.34	3.8	X:hsa;hsa-mir-1911,114763195,114763217,+	5.339365145125579	3.804710573337272
hsa-miR-9983-3p	3	48	48	5.23	3.73	6:hsa;hsa-mir-9983,39074360,39074381,+	5.2303985095107715	3.7270634187793683
hsa-miR-25-5p	4	48	48	5.23	3.73	7:hsa;hsa-mir-25,100093573,100093593,-	5.2303985095107715	3.7270634187793683
hsa-miR-33b-5p	5	48	48	5.23	3.73	17:hsa;hsa-mir-33b,17813851,17813870,-	5.2303985095107715	3.7270634187793683
hsa-miR-10b-3p	6	48	48	5.23	3.73	2:hsa;hsa-mir-10b,176150368,176150389,+	5.2303985095107715	3.7270634187793683
hsa-miR-6511b-5p	4	47	5.55	5.12	3.65	16:hsa;hsa-mir-6511b-2,15134080,15134103,-	0.6047648276621831	0.4309417077963645
hsa-miR-548ar-3p	2	47	47	5.12	3.65	13:hsa;hsa-mir-548ar,114244541,114244561,+	5.121431873895964	3.6494162642214647
hsa-miR-6511b-5p	4	47	5.55	5.12	3.65	16:hsa;hsa-mir-6511b-1,2106679,2106702,-	0.6047648276621831	0.4309417077963645
hsa-miR-6511b-5p	4	47	5.55	5.12	3.65	16:hsa;hsa-mir-6511b-1,15134076,15134099,-	0.6047648276621831	0.4309417077963645
hsa-miR-1275	1	47	47	5.12	3.65	6:hsa;hsa-mir-1275,33999989,34000005,-	5.121431873895964	3.6494162642214647
hsa-miR-6511b-5p	4	47	5.55	5.12	3.65	16:hsa;hsa-mir-6511b-2,2106683,2106706,-	0.6047648276621831	0.4309417077963645
hsa-miR-187-3p	4	46	46	5.01	3.57	18:hsa;hsa-mir-187,35904888,35904909,-	5.012465238281156	3.571769109663561
hsa-miR-541-3p	1	46	46	5.01	3.57	14:hsa;hsa-mir-541,101064548,101064569,+	5.012465238281156	3.571769109663561
hsa-miR-17-3p	5	46	46	5.01	3.57	13:hsa;hsa-mir-17,91350655,91350676,+	5.012465238281156	3.571769109663561
hsa-miR-7854-3p	3	45	45	4.9	3.49	16:hsa;hsa-mir-7854,81533942,81533962,+	4.903498602666349	3.4941219551056575
hsa-miR-1229-3p	3	45	45	4.9	3.49	5:hsa;hsa-mir-1229,179798324,179798346,-	4.903498602666349	3.4941219551056575
hsa-miR-6721-5p	6	44	44	4.79	3.42	6:hsa;hsa-mir-6721,32170040,32170062,-	4.79453196705154	3.4164748005477543
hsa-miR-651-5p	5	44	44	4.79	3.42	X:hsa;hsa-mir-651,8126980,8127001,+	4.79453196705154	3.4164748005477543
hsa-miR-6514-5p	3	44	44	4.79	3.42	11:hsa;hsa-mir-6514,62792702,62792724,-	4.79453196705154	3.4164748005477543
hsa-miR-508-3p	3	44	44	4.79	3.42	X:hsa;hsa-mir-508,147236973,147236995,-	4.79453196705154	3.4164748005477543
hsa-miR-501-5p	4	43	43	4.69	3.34	X:hsa;hsa-mir-501,50009735,50009756,+	4.685565331436733	3.3388276459898507
hsa-miR-6847-5p	2	43	43	4.69	3.34	8:hsa;hsa-mir-6847,144079879,144079901,+	4.685565331436733	3.3388276459898507
hsa-miR-491-3p	2	43	43	4.69	3.34	9:hsa;hsa-mir-491,20716154,20716175,+	4.685565331436733	3.3388276459898507
hsa-miR-509-3-5p	2	42	42	4.58	3.26	X:hsa;hsa-mir-509-3,147259661,147259682,-	4.576598695821925	3.261180491431947
hsa-miR-483-3p	6	42	42	4.58	3.26	11:hsa;hsa-mir-483,2134181,2134201,-	4.576598695821925	3.261180491431947
hsa-miR-217-5p	2	42	42	4.58	3.26	2:hsa;hsa-mir-217,55983001,55983023,-	4.576598695821925	3.261180491431947
hsa-miR-148a-5p	2	41	41	4.47	3.18	7:hsa;hsa-mir-148a,25949924,25949945,-	4.467632060207118	3.1835333368740435
hsa-miR-454-5p	3	40	40	4.36	3.11	17:hsa;hsa-mir-454,59137781,59137802,-	4.35866542459231	3.1058861823161403
hsa-miR-652-5p	2	40	40	4.36	3.11	X:hsa;hsa-mir-652,110055349,110055373,+	4.35866542459231	3.1058861823161403
hsa-miR-1258	3	40	40	4.36	3.11	2:hsa;hsa-mir-1258,179860879,179860899,-	4.35866542459231	3.1058861823161403
hsa-miR-6716-3p	3	40	40	4.36	3.11	11:hsa;hsa-mir-6716,118644048,118644069,+	4.35866542459231	3.1058861823161403
hsa-miR-4787-3p	4	39	39	4.25	3.03	3:hsa;hsa-mir-4787,50675130,50675153,+	4.2496987889775015	3.0282390277582367
hsa-miR-1276	3	39	39	4.25	3.03	15:hsa;hsa-mir-1276,85770507,85770526,-	4.2496987889775015	3.0282390277582367
hsa-miR-7-2-3p	4	38	38	4.14	2.95	15:hsa;hsa-mir-7-2,88611896,88611917,+	4.140732153362694	2.950591873200333
hsa-miR-758-5p	7	38	38	4.14	2.95	14:hsa;hsa-mir-758,101026034,101026055,+	4.140732153362694	2.950591873200333
hsa-miR-1912-5p	1	38	38	4.14	2.95	X:hsa;hsa-mir-1912,114651556,114651577,+	4.140732153362694	2.950591873200333
hsa-miR-2276-3p	5	38	38	4.14	2.95	13:hsa;hsa-mir-2276,24162469,24162490,+	4.140732153362694	2.950591873200333
hsa-miR-101-5p	3	38	38	4.14	2.95	1:hsa;hsa-mir-101-1,65058444,65058465,-	4.140732153362694	2.950591873200333
hsa-miR-5584-5p	4	38	38	4.14	2.95	1:hsa;hsa-mir-5584,44545493,44545514,+	4.140732153362694	2.950591873200333
hsa-miR-30d-3p	5	38	37.5	4.14	2.95	8:hsa;hsa-mir-30d,134804921,134804942,-	4.08624883555529	2.9117682959213815
