name	unique reads 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35	181003-190524_Brain_S35 (mult. map. adj.)	PM181003-190524_Brain_S35(lib)	181003-190524_Brain_S35 (total)	coordinateString 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35 (lib)	181003-190524_Brain_S35 (total)
hsa-miR-133a-3p	31	492	246	19.45	15.33	18:hsa;hsa-mir-133a-1,21825750,21825771,-	9.72484538286479	7.663383810111069
hsa-miR-219a-5p	15	492	362.5	19.45	15.33	9:hsa;hsa-mir-219a-2,128392636,128392656,-	14.330310777595473	11.292587931566107
hsa-miR-92b-5p	19	484	484	19.13	15.08	1:hsa;hsa-mir-92b,155195196,155195217,+	19.133435631327476	15.07755188655999
hsa-miR-214-3p	21	473	473	18.7	14.73	1:hsa;hsa-mir-214,172138868,172138889,-	18.698584821524577	14.734880252774536
hsa-miR-20b-5p	19	471	468.67	18.62	14.67	X:hsa;hsa-mir-20b,134169814,134169836,-	18.52727995705677	14.599888397040871
hsa-miR-138-1-3p	20	455	455	17.99	14.17	3:hsa;hsa-mir-138-1,44114274,44114295,+	17.987010769119838	14.1741448520347
hsa-miR-26a-2-3p	25	452	452	17.87	14.08	12:hsa;hsa-mir-26a-2,57824660,57824681,-	17.868415093719047	14.080688951911394
hsa-miR-940	24	446	446	17.63	13.89	16:hsa;hsa-mir-940,2271806,2271826,+	17.631223742917467	13.893777151664784
hsa-miR-1908-5p	22	439	439	17.35	13.68	11:hsa;hsa-mir-1908,61815172,61815192,-	17.354500500315623	13.675713384710404
hsa-miR-29b-1-5p	22	435	434.5	17.2	13.55	7:hsa;hsa-mir-29b-1,130877468,130877491,-	17.176606987214438	13.535529534525445
hsa-miR-34c-5p	24	434	434	17.16	13.52	11:hsa;hsa-mir-34c,111513451,111513473,+	17.156841041314305	13.519953551171561
hsa-miR-135a-2-3p	16	430	430	17	13.4	12:hsa;hsa-mir-135a-2,97563872,97563893,+	16.998713474113252	13.395345684340487
hsa-miR-873-3p	23	426	426	16.84	13.27	9:hsa;hsa-mir-873,28888924,28888945,-	16.8405859069122	13.270737817509412
hsa-miR-1247-5p	20	420	420	16.6	13.08	14:hsa;hsa-mir-1247,101560326,101560347,-	16.60339455611062	13.083826017262801
hsa-miR-488-5p	19	418	418	16.52	13.02	1:hsa;hsa-mir-488,177029376,177029396,-	16.52433077251009	13.021522083847264
hsa-miR-1229-3p	22	414	414	16.37	12.9	5:hsa;hsa-mir-1229,179798324,179798346,-	16.366203205309038	12.896914217016189
hsa-miR-487b-5p	20	411	411	16.25	12.8	14:hsa;hsa-mir-487b,101046469,101046490,+	16.247607529908247	12.803458316892884
hsa-miR-106a-5p	22	406	375.83	16.05	12.65	X:hsa;hsa-mir-106a,134170210,134170232,-	14.857402668265651	11.707947487669689
hsa-miR-767-5p	22	404	404	15.97	12.59	X:hsa;hsa-mir-767,152393447,152393469,-	15.970884287306404	12.585394549938503
hsa-miR-4443	8	402	402	15.89	12.52	3:hsa;hsa-mir-4443,48196572,48196588,+	15.891820503705878	12.523090616522966
hsa-miR-1179	24	394	394	15.58	12.27	15:hsa;hsa-mir-1179,88608121,88608141,+	15.57556536930377	12.273874882860818
hsa-miR-1307-5p	14	392	392	15.5	12.21	10:hsa;hsa-mir-1307,103394293,103394313,-	15.496501585703244	12.211570949445282
hsa-miR-2682-5p	23	389	389	15.38	12.12	1:hsa;hsa-mir-2682,98045264,98045286,-	15.377905910302454	12.118115049321975
hsa-miR-887-3p	21	387	387	15.3	12.06	5:hsa;hsa-mir-887,15935229,15935250,+	15.298842126701928	12.055811115906439
hsa-miR-142-3p	16	383	383	15.14	11.93	17:hsa;hsa-mir-142,58331283,58331305,-	15.140714559500873	11.931203249075363
hsa-miR-34b-3p	19	381	381	15.06	11.87	11:hsa;hsa-mir-34b,111512987,111513008,+	15.061650775900347	11.868899315659826
hsa-miR-199a-5p	20	378	189	14.94	11.78	19:hsa;hsa-mir-199a-1,10817431,10817453,-	7.471527550249778	5.88772170776826
hsa-miR-199a-5p	20	378	189	14.94	11.78	1:hsa;hsa-mir-199a-2,172144565,172144587,-	7.471527550249778	5.88772170776826
hsa-miR-30c-1-3p	21	377	377	14.9	11.74	1:hsa;hsa-mir-30c-1,40757339,40757360,+	14.903523208699292	11.744291448828752
hsa-miR-589-5p	18	376	376	14.86	11.71	7:hsa;hsa-mir-589,5495842,5495863,-	14.86399131689903	11.713139482120983
hsa-miR-370-5p	24	376	376	14.86	11.71	14:hsa;hsa-mir-370,100911151,100911172,+	14.86399131689903	11.713139482120983
hsa-miR-431-5p	16	375	375	14.82	11.68	14:hsa;hsa-mir-431,100881026,100881046,+	14.824459425098766	11.681987515413216
hsa-miR-483-5p	20	373	373	14.75	11.62	11:hsa;hsa-mir-483,2134141,2134162,-	14.74539564149824	11.619683581997677
hsa-miR-450b-5p	12	369	369	14.59	11.5	X:hsa;hsa-mir-450b,134540195,134540216,-	14.587268074297185	11.495075715166603
hsa-miR-200c-3p	23	367	367	14.51	11.43	12:hsa;hsa-mir-200c,6963742,6963764,+	14.508204290696659	11.432771781751066
hsa-miR-503-5p	21	366	366	14.47	11.4	X:hsa;hsa-mir-503,134546333,134546355,-	14.468672398896397	11.401619815043297
hsa-miR-18a-5p	20	365	364.5	14.43	11.37	13:hsa;hsa-mir-18a,91350756,91350778,+	14.409374561196001	11.354891864981646
hsa-let-7f-1-3p	20	365	364	14.43	11.37	9:hsa;hsa-let-7f-1,94176409,94176430,+	14.389608615295868	11.33931588162776
hsa-let-7c-3p	19	361	360.5	14.27	11.25	21:hsa;hsa-let-7c,16539883,16539904,+	14.251246993994947	11.23028399815057
hsa-miR-448	20	340	340	13.44	10.59	X:hsa;hsa-mir-448,114823524,114823545,+	13.440843212089549	10.591668680641314
hsa-miR-3065-5p	16	337	337	13.32	10.5	17:hsa;hsa-mir-3065,81125886,81125908,+	13.322247536688758	10.49821278051801
hsa-miR-1343-3p	19	329	329	13.01	10.25	11:hsa;hsa-mir-1343,34941888,34941909,+	13.005992402286651	10.24899704685586
hsa-miR-642a-3p	19	324	306.5	12.81	10.09	19:hsa;hsa-mir-642a,45674978,45674999,+	12.116524836780725	9.548077795931068
hsa-miR-450a-5p	16	322	161	12.73	10.03	X:hsa;hsa-mir-450a-2,134540530,134540551,-	6.364634579842404	5.01546663995074
hsa-miR-450a-5p	16	322	161	12.73	10.03	X:hsa;hsa-mir-450a-1,134540358,134540379,-	6.364634579842404	5.01546663995074
hsa-miR-135b-5p	13	318	315.33	12.57	9.91	1:hsa;hsa-mir-135b,205448317,205448339,-	12.465723214349717	9.82325350184969
hsa-miR-224-5p	18	318	318	12.57	9.91	X:hsa;hsa-mir-224,151958584,151958608,-	12.571141592483754	9.906325413070407
hsa-miR-4446-3p	23	315	315	12.45	9.81	3:hsa;hsa-mir-4446,113594918,113594939,+	12.452545917082963	9.8128695129471
hsa-miR-641	20	313	313	12.37	9.75	19:hsa;hsa-mir-641,40282558,40282581,-	12.373482133482437	9.750565579531564
hsa-miR-6716-3p	19	305	305	12.06	9.5	11:hsa;hsa-mir-6716,118644048,118644069,+	12.05722699908033	9.501349845869415
hsa-miR-5584-5p	8	301	301	11.9	9.38	1:hsa;hsa-mir-5584,44545493,44545514,+	11.899099431879277	9.376741979038341
hsa-miR-191-3p	18	300	300	11.86	9.35	3:hsa;hsa-mir-191,49020675,49020696,-	11.859567540079013	9.345590012330572
hsa-miR-6842-3p	8	297	297	11.74	9.25	8:hsa;hsa-mir-6842,27433413,27433434,+	11.740971864678222	9.252134112207266
hsa-miR-377-3p	17	294	294	11.62	9.16	14:hsa;hsa-mir-377,101062094,101062115,+	11.622376189277432	9.158678212083961
hsa-miR-377-5p	15	292	292	11.54	9.1	14:hsa;hsa-mir-377,101062056,101062077,+	11.543312405676906	9.096374278668423
hsa-miR-185-3p	14	291	291	11.5	9.07	22:hsa;hsa-mir-185,20033188,20033209,+	11.503780513876643	9.065222311960655
hsa-miR-24-2-5p	15	284	284	11.23	8.85	19:hsa;hsa-mir-24-2,13836299,13836320,-	11.227057271274798	8.847158545006275
hsa-miR-193b-5p	15	284	284	11.23	8.85	16:hsa;hsa-mir-193b,14303980,14304001,+	11.227057271274798	8.847158545006275
hsa-miR-876-3p	10	282	282	11.15	8.78	9:hsa;hsa-mir-876,28863675,28863696,-	11.147993487674272	8.784854611590738
hsa-miR-195-3p	18	278	278	10.99	8.66	17:hsa;hsa-mir-195,7017667,7017688,-	10.98986592047322	8.660246744759663
hsa-miR-1270	18	278	278	10.99	8.66	19:hsa;hsa-mir-1270,20399284,20399306,-	10.98986592047322	8.660246744759663
hsa-miR-486-3p	10	273	137	10.79	8.5	8:hsa;hsa-mir-486-1,41660486,41660506,-	5.4158691766360825	4.2678194389642945
hsa-miR-486-3p	9	272	136	10.75	8.47	8:hsa;hsa-mir-486-2,41660486,41660506,+	5.376337284835819	4.236667472256526
hsa-miR-93-3p	19	267	267	10.56	8.32	7:hsa;hsa-mir-93,100093817,100093838,-	10.555015110670322	8.317575110974209
hsa-miR-122-5p	18	266	266	10.52	8.29	18:hsa;hsa-mir-122,58451088,58451109,+	10.515483218870058	8.28642314426644
hsa-miR-1226-3p	18	260	260	10.28	8.1	3:hsa;hsa-mir-1226,47849608,47849629,+	10.278291868068479	8.09951134401983
hsa-miR-137-5p	19	260	260	10.28	8.1	1:hsa;hsa-mir-137,98046092,98046114,-	10.278291868068479	8.09951134401983
hsa-miR-219a-5p	7	259	129.5	10.24	8.07	6:hsa;hsa-mir-219a-1,33207855,33207875,+	5.119379988134107	4.03417968865603
hsa-miR-2355-3p	14	256	256	10.12	7.97	2:hsa;hsa-mir-2355,207110040,207110061,-	10.120164300867424	7.974903477188755
hsa-miR-1298-5p	13	256	256	10.12	7.97	X:hsa;hsa-mir-1298,114715250,114715271,+	10.120164300867424	7.974903477188755
hsa-miR-181b-3p	11	252	252	9.96	7.85	1:hsa;hsa-mir-181b-1,198858948,198858968,-	9.962036733666372	7.850295610357681
hsa-miR-542-3p	12	251	251	9.92	7.82	X:hsa;hsa-mir-542,134541393,134541414,-	9.922504841866107	7.8191436436499115
hsa-miR-193b-3p	14	251	251	9.92	7.82	16:hsa;hsa-mir-193b,14304017,14304038,+	9.922504841866107	7.8191436436499115
hsa-miR-937-3p	17	249	249	9.84	7.76	8:hsa;hsa-mir-937,143813007,143813028,-	9.843441058265581	7.756839710234375
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-4,63919607,63919629,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-2,63919802,63919824,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-3,63919802,63919824,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-2,63919551,63919573,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-4,63919551,63919573,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-2,63919607,63919629,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-5,63919802,63919824,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-4,63919914,63919936,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-3,63919607,63919629,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-5,63919914,63919936,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-5,63919607,63919629,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-5,63919551,63919573,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-4,63919802,63919824,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-2,63919914,63919936,+	0.576700539203842	0.4544522202074473
hsa-miR-454-5p	12	248	248	9.8	7.73	17:hsa;hsa-mir-454,59137781,59137802,-	9.803909166465317	7.725687743526606
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-3,63919551,63919573,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-3,63919914,63919936,+	0.576700539203842	0.4544522202074473
hsa-miR-941	17	248	14.59	9.8	7.73	20:hsa;hsa-mir-941-1,63919495,63919517,+	0.576700539203842	0.4544522202074473
hsa-miR-153-5p	7	244	244	9.65	7.6	7:hsa;hsa-mir-153-2,157574350,157574371,-	9.645781599264264	7.601079876695532
hsa-miR-128-2-5p	16	238	238	9.41	7.41	3:hsa;hsa-mir-128-2,35744490,35744512,+	9.408590248462684	7.41416807644892
hsa-miR-942-5p	20	238	238	9.41	7.41	1:hsa;hsa-mir-942,117094655,117094676,+	9.408590248462684	7.41416807644892
hsa-miR-541-3p	14	238	238	9.41	7.41	14:hsa;hsa-mir-541,101064548,101064569,+	9.408590248462684	7.41416807644892
hsa-miR-299-3p	11	233	233	9.21	7.26	14:hsa;hsa-mir-299,101023832,101023853,+	9.210930789461367	7.258408242910077
hsa-miR-204-3p	14	233	233	9.21	7.26	9:hsa;hsa-mir-204,70810046,70810066,-	9.210930789461367	7.258408242910077
hsa-miR-1258	11	230	230	9.09	7.16	2:hsa;hsa-mir-1258,179860879,179860899,-	9.092335114060576	7.164952342786772
hsa-miR-3177-3p	21	230	230	9.09	7.16	16:hsa;hsa-mir-3177,1735038,1735058,+	9.092335114060576	7.164952342786772
hsa-miR-758-3p	12	229	229	9.05	7.13	14:hsa;hsa-mir-758,101026071,101026092,+	9.052803222260314	7.133800376079003
hsa-miR-30b-3p	12	229	229	9.05	7.13	8:hsa;hsa-mir-30b,134800574,134800595,-	9.052803222260314	7.133800376079003
hsa-miR-301a-5p	10	226	226	8.93	7.04	17:hsa;hsa-mir-301a,59151149,59151170,-	8.934207546859524	7.040344475955697
hsa-miR-3200-5p	17	225	225	8.89	7.01	22:hsa;hsa-mir-3200,30731569,30731590,+	8.89467565505926	7.009192509247929
hsa-miR-10527-5p	12	222	222	8.78	6.92	12:hsa;hsa-mir-10527,63823663,63823685,+	8.77607997965847	6.9157366091246235
hsa-miR-522-3p	15	221	221	8.74	6.88	19:hsa;hsa-mir-522,53751264,53751285,+	8.736548087858207	6.884584642416855
hsa-miR-144-3p	9	220	220	8.7	6.85	17:hsa;hsa-mir-144,28861584,28861603,-	8.697016196057943	6.853432675709086
hsa-miR-642a-5p	12	219	218.5	8.66	6.82	19:hsa;hsa-mir-642a,45674943,45674964,+	8.637718358357548	6.806704725647434
hsa-miR-143-5p	17	215	215	8.5	6.7	5:hsa;hsa-mir-143,149428944,149428965,+	8.499356737056626	6.697672842170244
hsa-miR-33a-5p	9	215	215	8.5	6.7	22:hsa;hsa-mir-33a,41900949,41900969,+	8.499356737056626	6.697672842170244
hsa-miR-2116-3p	15	212	212	8.38	6.6	15:hsa;hsa-mir-2116,59171233,59171253,-	8.380761061655836	6.604216942046937
hsa-miR-320e	10	210	35.96	8.3	6.54	19:hsa;hsa-mir-320e,46709325,46709342,-	1.4215009426511374	1.120172802866845
hsa-miR-501-5p	18	210	210	8.3	6.54	X:hsa;hsa-mir-501,50009735,50009756,+	8.30169727805531	6.541913008631401
hsa-miR-490-5p	13	209	209	8.26	6.51	7:hsa;hsa-mir-490,136903205,136903224,+	8.262165386255045	6.510761041923632
hsa-miR-4640-3p	16	207	207	8.18	6.45	6:hsa;hsa-mir-4640,30890949,30890970,+	8.183101602654519	6.448457108508094
hsa-miR-380-5p	14	205	205	8.1	6.39	14:hsa;hsa-mir-380,101025021,101025042,+	8.104037819053993	6.3861531750925575
hsa-miR-4705	13	203	203	8.02	6.32	13:hsa;hsa-mir-4705,102045943,102045964,-	8.024974035453466	6.323849241677021
hsa-miR-4787-3p	10	202	202	7.99	6.29	3:hsa;hsa-mir-4787,50675130,50675153,+	7.985442143653202	6.292697274969251
hsa-miR-664b-3p	15	199	199	7.87	6.2	X:hsa;hsa-mir-664b,154768635,154768656,+	7.866846468252412	6.199241374845946
hsa-miR-376a-5p	12	193	193	7.63	6.01	14:hsa;hsa-mir-376a-1,101040788,101040809,+	7.629655117450832	6.012329574599335
hsa-miR-770-5p	15	189	189	7.47	5.89	14:hsa;hsa-mir-770,100852409,100852431,+	7.471527550249778	5.88772170776826
hsa-miR-4326	11	183	183	7.23	5.7	20:hsa;hsa-mir-4326,63286818,63286837,+	7.234336199448198	5.7008099075216485
hsa-miR-10395-3p	10	182	182	7.19	5.67	19:hsa;hsa-mir-10395,12703644,12703664,-	7.194804307647934	5.66965794081388
hsa-miR-23c	41	182	124.5	7.19	5.67	X:hsa;hsa-mir-23c,20017153,20017174,-	4.921720529132791	3.8784198551171873
hsa-miR-766-3p	12	181	174.5	7.16	5.64	X:hsa;hsa-mir-766,119646802,119646823,-	6.898315119145959	5.436018190505616
hsa-miR-625-5p	9	178	178	7.04	5.55	14:hsa;hsa-mir-625,65471116,65471136,+	7.036676740446881	5.545050073982806
hsa-miR-653-5p	7	177	177	7	5.51	7:hsa;hsa-mir-653,93482772,93482792,-	6.9971448486466175	5.513898107275037
hsa-miR-25-5p	16	177	177	7	5.51	7:hsa;hsa-mir-25,100093573,100093593,-	6.9971448486466175	5.513898107275037
hsa-miR-3180-3p	7	176	16	6.96	5.48	16:hsa;hsa-mir-3180-2,14911281,14911302,+	0.632510268804214	0.49843146732429716
hsa-miR-3180-3p	7	176	16	6.96	5.48	16:hsa;hsa-mir-3180-3,14911281,14911302,+	0.632510268804214	0.49843146732429716
hsa-miR-3180-3p	7	176	16	6.96	5.48	16:hsa;hsa-mir-3180-2,18402237,18402258,-	0.632510268804214	0.49843146732429716
hsa-miR-3180-3p	7	176	16	6.96	5.48	16:hsa;hsa-mir-3180-4,15154885,15154906,-	0.632510268804214	0.49843146732429716
hsa-miR-3180-3p	7	176	16	6.96	5.48	16:hsa;hsa-mir-3180-5,2136012,2136033,-	0.632510268804214	0.49843146732429716
hsa-miR-3180-3p	7	176	16	6.96	5.48	16:hsa;hsa-mir-3180-2,16309936,16309957,+	0.632510268804214	0.49843146732429716
hsa-miR-3180-3p	7	176	16	6.96	5.48	16:hsa;hsa-mir-3180-1,16309936,16309957,+	0.632510268804214	0.49843146732429716
hsa-miR-3180-3p	7	176	16	6.96	5.48	16:hsa;hsa-mir-3180-1,18402239,18402260,-	0.632510268804214	0.49843146732429716
hsa-miR-3180-3p	7	176	16	6.96	5.48	16:hsa;hsa-mir-3180-3,18402239,18402260,-	0.632510268804214	0.49843146732429716
hsa-miR-3180-3p	7	176	16	6.96	5.48	16:hsa;hsa-mir-3180-1,14911281,14911302,+	0.632510268804214	0.49843146732429716
hsa-miR-3180-3p	7	176	16	6.96	5.48	16:hsa;hsa-mir-3180-3,16309936,16309957,+	0.632510268804214	0.49843146732429716
hsa-miR-26b-3p	13	172	172	6.8	5.36	2:hsa;hsa-mir-26b,218402692,218402712,+	6.799485389645301	5.358138273736195
hsa-miR-3909	3	170	170	6.72	5.3	22:hsa;hsa-mir-3909,35335710,35335731,+	6.720421606044774	5.295834340320657
hsa-miR-199b-5p	9	169	169	6.68	5.26	9:hsa;hsa-mir-199b,128244746,128244768,-	6.68088971424451	5.264682373612889
hsa-miR-21-3p	8	168	168	6.64	5.23	17:hsa;hsa-mir-21,59841311,59841331,+	6.641357822444247	5.23353040690512
hsa-miR-3605-5p	10	165	165	6.52	5.14	1:hsa;hsa-mir-3605,33332414,33332436,-	6.522762147043458	5.140074506781815
hsa-miR-483-3p	13	163	163	6.44	5.08	11:hsa;hsa-mir-483,2134181,2134201,-	6.44369836344293	5.077770573366277
hsa-miR-3622a-5p	5	163	163	6.44	5.08	8:hsa;hsa-mir-3622a,27701690,27701711,+	6.44369836344293	5.077770573366277
hsa-miR-3117-3p	5	163	163	6.44	5.08	1:hsa;hsa-mir-3117,66628485,66628505,+	6.44369836344293	5.077770573366277
hsa-miR-3064-5p	9	162	162	6.4	5.05	17:hsa;hsa-mir-3064,64500776,64500796,-	6.404166471642667	5.046618606658509
hsa-miR-2113	7	159	159	6.29	4.95	6:hsa;hsa-mir-2113,98024586,98024606,+	6.285570796241877	4.9531627065352035
hsa-miR-505-5p	6	159	159	6.29	4.95	X:hsa;hsa-mir-505,139924162,139924183,-	6.285570796241877	4.9531627065352035
hsa-miR-496	9	156	156	6.17	4.86	14:hsa;hsa-mir-496,101060628,101060649,+	6.166975120841086	4.859706806411897
hsa-miR-6511b-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511b-1,15134076,15134099,-	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-2,14925941,14925963,+	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-4,18344017,18344039,-	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-3,16324592,16324614,+	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-4,16368880,16368902,+	0.30044237768200166	0.23675494697904115
hsa-miR-6511b-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511b-1,2106679,2106702,-	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-4,14925941,14925963,+	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-2,16368880,16368902,+	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-3,16368880,16368902,+	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-1,16368880,16368902,+	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-1,18344017,18344039,-	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-3,18344017,18344039,-	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-1,16324592,16324614,+	0.30044237768200166	0.23675494697904115
hsa-miR-6511b-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511b-2,2106683,2106706,-	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-4,16324592,16324614,+	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-2,18344017,18344039,-	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-2,16324592,16324614,+	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-1,14925941,14925963,+	0.30044237768200166	0.23675494697904115
hsa-miR-6511b-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511b-2,15134080,15134103,-	0.30044237768200166	0.23675494697904115
hsa-miR-6511a-5p	9	152	7.6	6.01	4.74	16:hsa;hsa-mir-6511a-3,14925941,14925963,+	0.30044237768200166	0.23675494697904115
hsa-miR-223-5p	7	151	151	5.97	4.7	X:hsa;hsa-mir-223,66018895,66018916,+	5.96931566183977	4.703946972873054
hsa-miR-576-5p	11	151	151	5.97	4.7	4:hsa;hsa-mir-576,109488713,109488734,+	5.96931566183977	4.703946972873054
hsa-miR-200a-3p	6	148	148	5.85	4.61	1:hsa;hsa-mir-200a,1167916,1167937,+	5.85071998643898	4.610491072749749
hsa-miR-203b-3p	5	147	147	5.81	4.58	14:hsa;hsa-mir-203b,104117471,104117493,-	5.811188094638716	4.579339106041981
hsa-miR-676-3p	6	145	145	5.73	4.52	X:hsa;hsa-mir-676,70022899,70022919,+	5.73212431103819	4.517035172626443
hsa-miR-15b-3p	10	144	144	5.69	4.49	3:hsa;hsa-mir-15b,160404645,160404666,+	5.6925924192379265	4.485883205918674
hsa-miR-1292-5p	14	143	143	5.65	4.45	20:hsa;hsa-mir-1292,2652779,2652803,+	5.653060527437663	4.454731239210906
hsa-miR-6803-3p	4	142	142	5.61	4.42	19:hsa;hsa-mir-6803,55245229,55245250,-	5.613528635637399	4.4235792725031375
hsa-miR-765	8	142	142	5.61	4.42	1:hsa;hsa-mir-765,156936199,156936219,-	5.613528635637399	4.4235792725031375
hsa-miR-4662a-5p	4	141	141	5.57	4.39	8:hsa;hsa-mir-4662a,124821990,124822011,+	5.573996743837136	4.392427305795369
hsa-miR-18a-3p	10	140	140	5.53	4.36	13:hsa;hsa-mir-18a,91350797,91350819,+	5.534464852036873	4.361275339087601
hsa-miR-34c-3p	8	138	138	5.46	4.3	11:hsa;hsa-mir-34c,111513484,111513505,+	5.455401068436346	4.298971405672063
hsa-miR-874-5p	10	138	138	5.46	4.3	5:hsa;hsa-mir-874,137647581,137647603,-	5.455401068436346	4.298971405672063
hsa-miR-4780	8	135	135	5.34	4.21	2:hsa;hsa-mir-4780,88082569,88082590,-	5.336805393035556	4.205515505548758
hsa-miR-3180-5p	8	131	14.56	5.18	4.08	16:hsa;hsa-mir-3180-2,14911237,14911261,+	0.5754086473149447	0.4534341820797425
hsa-miR-3180-5p	8	131	14.56	5.18	4.08	16:hsa;hsa-mir-3180-3,14911237,14911261,+	0.5754086473149447	0.4534341820797425
hsa-miR-3180-5p	8	131	14.56	5.18	4.08	16:hsa;hsa-mir-3180-2,18402193,18402217,-	0.5754086473149447	0.4534341820797425
hsa-miR-3180-5p	8	131	14.56	5.18	4.08	16:hsa;hsa-mir-3180-2,16309892,16309916,+	0.5754086473149447	0.4534341820797425
hsa-miR-3180-5p	8	131	14.56	5.18	4.08	16:hsa;hsa-mir-3180-1,16309892,16309916,+	0.5754086473149447	0.4534341820797425
hsa-miR-3180-5p	8	131	14.56	5.18	4.08	16:hsa;hsa-mir-3180-1,18402195,18402219,-	0.5754086473149447	0.4534341820797425
hsa-miR-3180-5p	8	131	14.56	5.18	4.08	16:hsa;hsa-mir-3180-3,18402195,18402219,-	0.5754086473149447	0.4534341820797425
hsa-miR-3180-5p	8	131	14.56	5.18	4.08	16:hsa;hsa-mir-3180-1,14911237,14911261,+	0.5754086473149447	0.4534341820797425
hsa-miR-3180-5p	8	131	14.56	5.18	4.08	16:hsa;hsa-mir-3180-3,16309892,16309916,+	0.5754086473149447	0.4534341820797425
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	1:hsa;hsa-mir-6859-4,187896,187918,-	0.31378439116459056	0.24726873574291305
hsa-miR-5002-5p	13	127	127	5.02	3.96	3:hsa;hsa-mir-5002,124132949,124132972,+	5.020550258633449	3.956299771886609
hsa-miR-6859-5p	8	127	7.94	5.02	3.96	16:hsa;hsa-mir-6859-3,17057,17079,-	0.31378439116459056	0.24726873574291305
