name	unique reads 181023-190319_Brain_S29	181023-190319_Brain_S29	181023-190319_Brain_S29 (mult. map. adj.)	PM181023-190319_Brain_S29(lib)	181023-190319_Brain_S29 (total)	coordinateString 181023-190319_Brain_S29	181023-190319_Brain_S29 (lib)	181023-190319_Brain_S29 (total)
hsa-miR-6511a-3p	26	527	32.94	20.27	15.51	16:hsa;hsa-mir-6511a-1,18344056,18344077,-	1.2665978150183066	0.9695401467036768
hsa-miR-380-5p	20	512	512	19.69	15.07	14:hsa;hsa-mir-380,101025021,101025042,+	19.68874630100563	15.071106037564556
hsa-miR-589-5p	16	502	502	19.3	14.78	7:hsa;hsa-mir-589,5495842,5495863,-	19.304200474814113	14.776748497768374
hsa-miR-138-1-3p	21	502	502	19.3	14.78	3:hsa;hsa-mir-138-1,44114274,44114295,+	19.304200474814113	14.776748497768374
hsa-miR-873-5p	13	501	501	19.27	14.75	9:hsa;hsa-mir-873,28888889,28888909,-	19.265745892194964	14.747312743788754
hsa-let-7f-1-3p	16	495	494	19.04	14.57	9:hsa;hsa-let-7f-1,94176409,94176430,+	18.996563813860902	14.541262465931426
hsa-miR-424-3p	18	479	479	18.42	14.1	X:hsa;hsa-mir-424,134546661,134546681,-	18.419745074573626	14.099726156237153
hsa-miR-199a-5p	22	472	235.67	18.15	13.89	1:hsa;hsa-mir-199a-2,172144565,172144587,-	9.0624633039134	6.937026021196707
hsa-miR-199a-5p	22	472	235.67	18.15	13.89	19:hsa;hsa-mir-199a-1,10817431,10817453,-	9.0624633039134	6.937026021196707
hsa-let-7e-3p	23	470	470	18.07	13.83	19:hsa;hsa-let-7e,51692838,51692859,+	18.073653831001263	13.834804370420589
hsa-miR-887-3p	16	466	466	17.92	13.72	5:hsa;hsa-mir-887,15935229,15935250,+	17.919835500524655	13.717061354502116
hsa-miR-1224-5p	22	461	461	17.73	13.57	3:hsa;hsa-mir-1224,184241405,184241423,+	17.7275625874289	13.569882584604024
hsa-miR-4510	36	460	232.7	17.69	13.54	15:hsa;hsa-mir-4510,35926863,35926884,+	8.948381375476583	6.849699951057172
hsa-miR-203b-3p	16	449	449	17.27	13.22	14:hsa;hsa-mir-203b,104117471,104117493,-	17.266107595999078	13.216653536848604
hsa-miR-1179	12	445	445	17.11	13.1	15:hsa;hsa-mir-1179,88608121,88608141,+	17.11228926552247	13.098910520930131
hsa-miR-767-5p	20	442	442	17	13.01	X:hsa;hsa-mir-767,152393447,152393469,-	16.996925517665016	13.010603258991276
hsa-miR-1229-3p	18	439	439	16.88	12.92	5:hsa;hsa-mir-1229,179798324,179798346,-	16.88156176980756	12.922295997052421
hsa-miR-758-5p	17	438	438	16.84	12.89	14:hsa;hsa-mir-758,101026034,101026055,+	16.84310718718841	12.892860243072803
hsa-miR-32-3p	17	438	438	16.84	12.89	9:hsa;hsa-mir-32,109046275,109046296,-	16.84310718718841	12.892860243072803
hsa-miR-625-5p	20	426	426	16.38	12.54	14:hsa;hsa-mir-625,65471116,65471136,+	16.38165219575859	12.539631195317384
hsa-miR-4662a-5p	13	421	421	16.19	12.39	8:hsa;hsa-mir-4662a,124821990,124822011,+	16.189379282662834	12.392452425419293
hsa-miR-5010-3p	13	419	419	16.11	12.33	17:hsa;hsa-mir-5010,42514267,42514288,+	16.11247011742453	12.333580917460056
hsa-miR-195-3p	18	411	411	15.8	12.1	17:hsa;hsa-mir-195,7017667,7017688,-	15.804833456471316	12.09809488562311
hsa-miR-299-3p	12	407	407	15.65	11.98	14:hsa;hsa-mir-299,101023832,101023853,+	15.65101512599471	11.980351869704638
hsa-miR-766-3p	9	401	401	15.42	11.8	X:hsa;hsa-mir-766,119646802,119646823,-	15.4202876302798	11.803737345826928
hsa-miR-522-3p	10	398	398	15.3	11.72	19:hsa;hsa-mir-522,53751264,53751285,+	15.304923882422345	11.715430083888073
hsa-miR-1908-5p	8	397	397	15.27	11.69	11:hsa;hsa-mir-1908,61815172,61815192,-	15.266469299803195	11.685994329908455
hsa-miR-200c-3p	19	393	393	15.11	11.57	12:hsa;hsa-mir-200c,6963742,6963764,+	15.112650969326587	11.56825131398998
hsa-miR-194-5p	9	392	196	15.07	11.54	1:hsa;hsa-mir-194-1,220118171,220118192,-	7.537098193353718	5.7694077800051815
hsa-miR-431-5p	14	381	381	14.65	11.22	14:hsa;hsa-mir-431,100881026,100881046,+	14.651195977896768	11.215022266234563
hsa-miR-29b-1-5p	13	357	357	13.73	10.51	7:hsa;hsa-mir-29b-1,130877468,130877491,-	13.72828599503713	10.508564170723723
hsa-miR-219a-5p	9	356	178	13.69	10.48	6:hsa;hsa-mir-219a-1,33207855,33207875,+	6.8449157062089885	5.239564208372053
hsa-miR-135b-5p	16	355	347	13.65	10.45	1:hsa;hsa-mir-135b,205448317,205448339,-	13.343740168845613	10.21420663092754
hsa-miR-144-3p	9	354	354	13.61	10.42	17:hsa;hsa-mir-144,28861584,28861603,-	13.612922247179673	10.420256908784868
hsa-miR-450a-5p	9	352	176	13.54	10.36	X:hsa;hsa-mir-450a-1,134540358,134540379,-	6.768006540970686	5.180692700412816
hsa-miR-450a-5p	9	352	176	13.54	10.36	X:hsa;hsa-mir-450a-2,134540530,134540551,-	6.768006540970686	5.180692700412816
hsa-miR-4443	8	350	350	13.46	10.3	3:hsa;hsa-mir-4443,48196572,48196588,+	13.459103916703068	10.302513892866395
hsa-miR-488-5p	10	347	347	13.34	10.21	1:hsa;hsa-mir-488,177029376,177029396,-	13.343740168845613	10.21420663092754
hsa-miR-26b-3p	19	344	344	13.23	10.13	2:hsa;hsa-mir-26b,218402692,218402712,+	13.228376420988157	10.125899368988685
hsa-miR-106a-5p	12	335	316.33	12.88	9.86	X:hsa;hsa-mir-106a,134170210,134170232,-	12.164466301858296	9.31151017555258
hsa-miR-224-5p	11	334	334	12.84	9.83	X:hsa;hsa-mir-224,151958584,151958608,-	12.843830594796641	9.831541829192503
hsa-miR-769-3p	16	330	330	12.69	9.71	19:hsa;hsa-mir-769,46019000,46019022,+	12.690012264320035	9.71379881327403
hsa-miR-2682-5p	16	330	330	12.69	9.71	1:hsa;hsa-mir-2682,98045264,98045286,-	12.690012264320035	9.71379881327403
hsa-miR-92b-5p	13	329	329	12.65	9.68	1:hsa;hsa-mir-92b,155195196,155195217,+	12.651557681700883	9.684363059294412
hsa-miR-1226-3p	11	320	320	12.31	9.42	3:hsa;hsa-mir-1226,47849608,47849629,+	12.30546643812852	9.419441273477847
hsa-miR-2355-3p	12	320	320	12.31	9.42	2:hsa;hsa-mir-2355,207110040,207110061,-	12.30546643812852	9.419441273477847
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-1,16324592,16324614,+	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-1,14925941,14925963,+	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-1,16368880,16368902,+	0.6075824053825958	0.4650849128779688
hsa-miR-6511b-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511b-2,2106683,2106706,-	0.6075824053825958	0.4650849128779688
hsa-miR-6511b-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511b-2,15134080,15134103,-	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-3,14925941,14925963,+	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-3,16368880,16368902,+	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-4,16368880,16368902,+	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-2,16324592,16324614,+	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-4,14925941,14925963,+	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-2,16368880,16368902,+	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-4,18344017,18344039,-	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-3,18344017,18344039,-	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-2,18344017,18344039,-	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-2,14925941,14925963,+	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-4,16324592,16324614,+	0.6075824053825958	0.4650849128779688
hsa-miR-6511b-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511b-1,2106679,2106702,-	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-3,16324592,16324614,+	0.6075824053825958	0.4650849128779688
hsa-miR-6511b-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511b-1,15134076,15134099,-	0.6075824053825958	0.4650849128779688
hsa-miR-6511a-5p	15	316	15.8	12.15	9.3	16:hsa;hsa-mir-6511a-1,18344017,18344039,-	0.6075824053825958	0.4650849128779688
hsa-miR-487a-5p	11	314	314	12.07	9.24	14:hsa;hsa-mir-487a,101052458,101052479,+	12.074738942413608	9.242826749600138
hsa-miR-541-3p	10	312	312	12	9.18	14:hsa;hsa-mir-541,101064548,101064569,+	11.997829777175307	9.183955241640902
hsa-miR-30b-3p	10	310	310	11.92	9.13	8:hsa;hsa-mir-30b,134800574,134800595,-	11.920920611937003	9.125083733681665
hsa-miR-185-3p	11	310	310	11.92	9.13	22:hsa;hsa-mir-185,20033188,20033209,+	11.920920611937003	9.125083733681665
hsa-miR-454-5p	12	305	305	11.73	8.98	17:hsa;hsa-mir-454,59137781,59137802,-	11.728647698841245	8.977904963783573
hsa-miR-370-5p	13	302	302	11.61	8.89	14:hsa;hsa-mir-370,100911151,100911172,+	11.61328395098379	8.889597701844718
hsa-miR-4446-3p	20	298	298	11.46	8.77	3:hsa;hsa-mir-4446,113594918,113594939,+	11.459465620507183	8.771854685926245
hsa-miR-1307-5p	6	283	283	10.88	8.33	10:hsa;hsa-mir-1307,103394293,103394313,-	10.882646881219909	8.330318376231972
hsa-miR-20b-5p	13	281	281	10.81	8.27	X:hsa;hsa-mir-20b,134169814,134169836,-	10.805737715981605	8.271446868272735
hsa-miR-181b-3p	9	280	280	10.77	8.24	1:hsa;hsa-mir-181b-1,198858948,198858968,-	10.767283133362454	8.242011114293117
hsa-miR-299-5p	13	277	277	10.65	8.15	14:hsa;hsa-mir-299,101023800,101023821,+	10.651919385505	8.153703852354262
hsa-miR-1298-5p	10	276	276	10.61	8.12	X:hsa;hsa-mir-1298,114715250,114715271,+	10.613464802885847	8.124268098374644
hsa-miR-4640-3p	17	275	275	10.58	8.09	6:hsa;hsa-mir-4640,30890949,30890970,+	10.575010220266696	8.094832344395025
hsa-miR-873-3p	14	274	274	10.54	8.07	9:hsa;hsa-mir-873,28888924,28888945,-	10.536555637647544	8.065396590415407
hsa-miR-4787-3p	6	274	274	10.54	8.07	3:hsa;hsa-mir-4787,50675130,50675153,+	10.536555637647544	8.065396590415407
hsa-miR-193b-3p	12	271	271	10.42	7.98	16:hsa;hsa-mir-193b,14304017,14304038,+	10.421191889790089	7.977089328476552
hsa-miR-3065-3p	13	267	267	10.27	7.86	17:hsa;hsa-mir-3065,81125926,81125948,+	10.267373559313484	7.859346312558079
hsa-miR-1228-3p	10	262	262	10.08	7.71	12:hsa;hsa-mir-1228,57194555,57194574,+	10.075100646217725	7.712167542659987
hsa-miR-490-5p	6	256	256	9.84	7.54	7:hsa;hsa-mir-490,136903205,136903224,+	9.844373150502815	7.535553018782278
hsa-miR-642a-3p	12	256	255.5	9.84	7.54	19:hsa;hsa-mir-642a,45674978,45674999,+	9.82514585919324	7.520835141792468
hsa-miR-548k	8	254	254	9.77	7.48	11:hsa;hsa-mir-548k,70283986,70284007,+	9.767463985264511	7.476681510823042
hsa-miR-148b-5p	5	254	254	9.77	7.48	12:hsa;hsa-mir-148b,54337240,54337261,+	9.767463985264511	7.476681510823042
hsa-miR-1306-3p	13	251	251	9.65	7.39	22:hsa;hsa-mir-1306,20086112,20086129,+	9.652100237407057	7.388374248884187
hsa-miR-548ab	3	247	247	9.5	7.27	3:hsa;hsa-mir-548ab,103524043,103524064,-	9.498281906930451	7.270631232965713
hsa-miR-199b-5p	14	241	239.67	9.27	7.09	9:hsa;hsa-mir-199b,128244746,128244768,-	9.216281634390006	7.05476903711518
hsa-miR-5584-5p	3	239	239	9.19	7.04	1:hsa;hsa-mir-5584,44545493,44545514,+	9.190645245977237	7.035145201128767
hsa-miR-377-3p	13	238	238	9.15	7.01	14:hsa;hsa-mir-377,101062094,101062115,+	9.152190663358086	7.005709447149149
hsa-miR-25-5p	11	234	234	9	6.89	7:hsa;hsa-mir-25,100093573,100093593,-	8.998372332881479	6.887966431230676
hsa-miR-517a-3p	10	234	116.83	9	6.89	19:hsa;hsa-mir-517a,53712321,53712342,+	4.4927770693375475	3.439077256618735
hsa-miR-517b-3p	10	234	116.83	9	6.89	19:hsa;hsa-mir-517b,53721118,53721139,+	4.4927770693375475	3.439077256618735
hsa-miR-6505-5p	14	234	234	9	6.89	12:hsa;hsa-mir-6505,48132800,48132821,+	8.998372332881479	6.887966431230676
hsa-miR-491-3p	9	233	233	8.96	6.86	9:hsa;hsa-mir-491,20716154,20716175,+	8.959917750262328	6.858530677251058
hsa-miR-376a-5p	10	229	229	8.81	6.74	14:hsa;hsa-mir-376a-1,101040788,101040809,+	8.80609941978572	6.740787661332584
hsa-miR-18a-5p	13	228	227.5	8.77	6.71	13:hsa;hsa-mir-18a,91350756,91350778,+	8.748417545856993	6.696634030363157
hsa-miR-34c-3p	9	227	227	8.73	6.68	11:hsa;hsa-mir-34c,111513484,111513505,+	8.729190254547419	6.681916153373348
hsa-miR-1292-5p	9	225	225	8.65	6.62	20:hsa;hsa-mir-1292,2652779,2652803,+	8.652281089309115	6.623044645414112
hsa-miR-448	14	222	222	8.54	6.53	X:hsa;hsa-mir-448,114823524,114823545,+	8.53691734145166	6.534737383475257
hsa-miR-942-5p	6	219	219	8.42	6.45	1:hsa;hsa-mir-942,117094655,117094676,+	8.421553593594204	6.446430121536402
hsa-let-7c-3p	8	215	215	8.27	6.33	21:hsa;hsa-let-7c,16539883,16539904,+	8.267735263117599	6.328687105617929
hsa-miR-93-3p	12	215	215	8.27	6.33	7:hsa;hsa-mir-93,100093817,100093838,-	8.267735263117599	6.328687105617929
hsa-miR-641	3	215	215	8.27	6.33	19:hsa;hsa-mir-641,40282558,40282581,-	8.267735263117599	6.328687105617929
hsa-miR-3622a-5p	8	212	212	8.15	6.24	8:hsa;hsa-mir-3622a,27701690,27701711,+	8.152371515260144	6.240379843679074
hsa-miR-513c-5p	9	210	210	8.08	6.18	X:hsa;hsa-mir-513c,147189717,147189738,-	8.07546235002184	6.181508335719838
hsa-miR-3180-3p	5	209	19	8.04	6.15	16:hsa;hsa-mir-3180-3,16309936,16309957,+	0.7306370697638807	0.5592793256127471
hsa-miR-3180-3p	5	209	19	8.04	6.15	16:hsa;hsa-mir-3180-4,15154885,15154906,-	0.7306370697638807	0.5592793256127471
hsa-miR-3180-3p	5	209	19	8.04	6.15	16:hsa;hsa-mir-3180-3,18402239,18402260,-	0.7306370697638807	0.5592793256127471
hsa-miR-3180-3p	5	209	19	8.04	6.15	16:hsa;hsa-mir-3180-1,14911281,14911302,+	0.7306370697638807	0.5592793256127471
hsa-miR-3180-3p	5	209	19	8.04	6.15	16:hsa;hsa-mir-3180-2,14911281,14911302,+	0.7306370697638807	0.5592793256127471
hsa-miR-3180-3p	5	209	19	8.04	6.15	16:hsa;hsa-mir-3180-1,18402239,18402260,-	0.7306370697638807	0.5592793256127471
hsa-miR-3180-3p	5	209	19	8.04	6.15	16:hsa;hsa-mir-3180-1,16309936,16309957,+	0.7306370697638807	0.5592793256127471
hsa-miR-3180-3p	5	209	19	8.04	6.15	16:hsa;hsa-mir-3180-3,14911281,14911302,+	0.7306370697638807	0.5592793256127471
hsa-miR-3180-3p	5	209	19	8.04	6.15	16:hsa;hsa-mir-3180-5,2136012,2136033,-	0.7306370697638807	0.5592793256127471
hsa-miR-3180-3p	5	209	19	8.04	6.15	16:hsa;hsa-mir-3180-2,18402237,18402258,-	0.7306370697638807	0.5592793256127471
hsa-miR-3180-3p	5	209	19	8.04	6.15	16:hsa;hsa-mir-3180-2,16309936,16309957,+	0.7306370697638807	0.5592793256127471
hsa-miR-339-5p	4	208	208	8	6.12	7:hsa;hsa-mir-339,1022947,1022969,-	7.998553184783537	6.1226368277606005
hsa-miR-508-3p	9	207	207	7.96	6.09	X:hsa;hsa-mir-508,147236973,147236995,-	7.960098602164385	6.093201073780983
hsa-miR-6842-3p	7	206	206	7.92	6.06	8:hsa;hsa-mir-6842,27433413,27433434,+	7.9216440195452344	6.063765319801364
hsa-miR-153-5p	7	206	206	7.92	6.06	7:hsa;hsa-mir-153-2,157574350,157574371,-	7.9216440195452344	6.063765319801364
hsa-miR-548e-3p	5	205	205	7.88	6.03	10:hsa;hsa-mir-548e,110988978,110988999,+	7.883189436926083	6.034329565821746
hsa-miR-758-3p	14	198	198	7.61	5.83	14:hsa;hsa-mir-758,101026071,101026092,+	7.614007358592021	5.828279287964418
hsa-miR-1287-5p	7	196	196	7.54	5.77	10:hsa;hsa-mir-1287,98395233,98395254,-	7.537098193353718	5.7694077800051815
hsa-miR-770-5p	6	194	194	7.46	5.71	14:hsa;hsa-mir-770,100852409,100852431,+	7.460189028115415	5.710536272045945
hsa-miR-4326	12	194	194	7.46	5.71	20:hsa;hsa-mir-4326,63286818,63286837,+	7.460189028115415	5.710536272045945
hsa-miR-3200-5p	4	193	193	7.42	5.68	22:hsa;hsa-mir-3200,30731569,30731590,+	7.421734445496263	5.6811005180663265
hsa-miR-676-3p	12	188	188	7.23	5.53	X:hsa;hsa-mir-676,70022899,70022919,+	7.229461532400505	5.533921748168235
hsa-miR-374c-5p	16	182	91	7	5.36	X:hsa;hsa-mir-374c,74218561,74218582,+	3.4993670183427974	2.6786536121452627
hsa-miR-1258	11	181	181	6.96	5.33	2:hsa;hsa-mir-1258,179860879,179860899,-	6.960279454066444	5.327871470310908
hsa-miR-4780	9	169	169	6.5	4.97	2:hsa;hsa-mir-4780,88082569,88082590,-	6.498824462636624	4.974642422555489
hsa-miR-301a-5p	6	164	164	6.31	4.83	17:hsa;hsa-mir-301a,59151149,59151170,-	6.306551549540866	4.827463652657396
hsa-miR-1270	8	164	164	6.31	4.83	19:hsa;hsa-mir-1270,20399284,20399306,-	6.306551549540866	4.827463652657396
hsa-miR-496	2	160	160	6.15	4.71	14:hsa;hsa-mir-496,101060628,101060649,+	6.15273321906426	4.709720636738924
hsa-miR-493-3p	4	159	159	6.11	4.68	14:hsa;hsa-mir-493,100869116,100869137,+	6.114278636445108	4.680284882759305
hsa-miR-3909	10	158	158	6.08	4.65	22:hsa;hsa-mir-3909,35335710,35335731,+	6.075824053825956	4.650849128779687
hsa-miR-642a-5p	6	156	156	6	4.59	19:hsa;hsa-mir-642a,45674943,45674964,+	5.998914888587653	4.591977620820451
hsa-miR-29a-5p	6	155	155	5.96	4.56	7:hsa;hsa-mir-29a,130876750,130876771,-	5.9604603059685015	4.562541866840832
hsa-miR-3928-3p	6	153	153	5.88	4.5	22:hsa;hsa-mir-3928,31160098,31160119,-	5.883551140730198	4.503670358881596
hsa-miR-193b-5p	9	150	150	5.77	4.42	16:hsa;hsa-mir-193b,14303980,14304001,+	5.768187392872743	4.415363096942741
hsa-miR-2113	5	149	149	5.73	4.39	6:hsa;hsa-mir-2113,98024586,98024606,+	5.729732810253592	4.3859273429631225
hsa-miR-3912-3p	7	148	148	5.69	4.36	5:hsa;hsa-mir-3912,171386718,171386738,-	5.69127822763444	4.356491588983505
hsa-miR-3064-5p	7	148	148	5.69	4.36	17:hsa;hsa-mir-3064,64500776,64500796,-	5.69127822763444	4.356491588983505
hsa-miR-486-3p	5	148	84	5.69	4.36	8:hsa;hsa-mir-486-1,41660486,41660506,-	3.230184940008736	2.472603334287935
hsa-miR-744-3p	7	144	144	5.54	4.24	17:hsa;hsa-mir-744,12081966,12081987,+	5.5374598971578335	4.238748573065031
hsa-miR-3065-5p	8	142	142	5.46	4.18	17:hsa;hsa-mir-3065,81125886,81125908,+	5.46055073191953	4.179877065105795
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-2,63919607,63919629,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-4,63919914,63919936,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-5,63919607,63919629,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-3,63919802,63919824,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-2,63919802,63919824,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-4,63919802,63919824,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-5,63919802,63919824,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-4,63919551,63919573,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-3,63919914,63919936,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-1,63919495,63919517,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-2,63919551,63919573,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-4,63919607,63919629,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-5,63919914,63919936,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-3,63919551,63919573,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-2,63919914,63919936,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-5,63919551,63919573,+	0.31894683231178694	0.2441436065368339
hsa-miR-941	8	141	8.29	5.42	4.15	20:hsa;hsa-mir-941-3,63919607,63919629,+	0.31894683231178694	0.2441436065368339
hsa-miR-7706	6	140	140	5.38	4.12	15:hsa;hsa-mir-7706,85380639,85380662,+	5.383641566681227	4.1210055571465585
hsa-miR-15b-3p	8	140	140	5.38	4.12	3:hsa;hsa-mir-15b,160404645,160404666,+	5.383641566681227	4.1210055571465585
hsa-miR-501-5p	9	138	138	5.31	4.06	X:hsa;hsa-mir-501,50009735,50009756,+	5.306732401442924	4.062134049187322
hsa-miR-6130	21	135	81.67	5.19	3.97	21:hsa;hsa-mir-6130,23079354,23079372,+	3.140457580564049	2.403919908335492
hsa-miR-211-5p	9	132	127	5.08	3.89	15:hsa;hsa-mir-211,31065057,31065078,-	4.8837319926322555	3.738340755411521
hsa-miR-4433b-5p	6	131	131	5.04	3.86	2:hsa;hsa-mir-4433b,64340766,64340786,-	5.037550323108863	3.8560837713299936
hsa-miR-5100	2	131	131	5.04	3.86	10:hsa;hsa-mir-5100,42997630,42997651,+	5.037550323108863	3.8560837713299936
hsa-miR-10399-3p	6	130	130	5	3.83	7:hsa;hsa-mir-10399,139044137,139044157,-	4.999095740489711	3.8266480173503754
hsa-miR-486-3p	3	128	64	4.92	3.77	8:hsa;hsa-mir-486-2,41660486,41660506,+	2.4610932876257037	1.8838882546955695
hsa-miR-128-2-5p	9	128	128	4.92	3.77	3:hsa;hsa-mir-128-2,35744490,35744512,+	4.922186575251407	3.767776509391139
hsa-miR-551b-3p	6	128	128	4.92	3.77	3:hsa;hsa-mir-551b,168551914,168551934,+	4.922186575251407	3.767776509391139
hsa-miR-190b-5p	7	124	124	4.77	3.65	1:hsa;hsa-mir-190b,154193675,154193696,-	4.768368244774801	3.650033493472666
hsa-miR-1343-3p	7	124	124	4.77	3.65	11:hsa;hsa-mir-1343,34941888,34941909,+	4.768368244774801	3.650033493472666
hsa-miR-891b	5	123	123	4.73	3.62	X:hsa;hsa-mir-891b,146001063,146001084,-	4.729913662155649	3.6205977394930478
hsa-miR-10527-5p	3	122	122	4.69	3.59	12:hsa;hsa-mir-10527,63823663,63823685,+	4.691459079536497	3.591161985513429
hsa-miR-4791	2	121	121	4.65	3.56	3:hsa;hsa-mir-4791,19314855,19314872,-	4.6530044969173465	3.561726231533811
hsa-miR-3187-3p	5	119	119	4.58	3.5	19:hsa;hsa-mir-3187,813627,813646,+	4.576095331679043	3.5028547235745746
hsa-miR-576-5p	4	119	119	4.58	3.5	4:hsa;hsa-mir-576,109488713,109488734,+	4.576095331679043	3.5028547235745746
hsa-miR-4286	4	118	118	4.54	3.47	8:hsa;hsa-mir-4286,10666988,10667004,+	4.537640749059891	3.4734189695949564
hsa-miR-429	3	118	118	4.54	3.47	1:hsa;hsa-mir-429,1169055,1169076,+	4.537640749059891	3.4734189695949564
hsa-miR-495-5p	5	117	117	4.5	3.44	14:hsa;hsa-mir-495,101033768,101033789,+	4.499186166440739	3.443983215615338
hsa-miR-874-5p	5	117	117	4.5	3.44	5:hsa;hsa-mir-874,137647581,137647603,-	4.499186166440739	3.443983215615338
hsa-miR-187-3p	6	117	117	4.5	3.44	18:hsa;hsa-mir-187,35904888,35904909,-	4.499186166440739	3.443983215615338
hsa-miR-23a-5p	5	116	116	4.46	3.41	19:hsa;hsa-mir-23a,13836595,13836616,-	4.460731583821588	3.4145474616357196
hsa-miR-6716-3p	8	113	113	4.35	3.33	11:hsa;hsa-mir-6716,118644048,118644069,+	4.345367835964133	3.3262401996968647
hsa-miR-4743-5p	4	112	112	4.31	3.3	18:hsa;hsa-mir-4743,48670602,48670624,+	4.306913253344981	3.2968044457172465
hsa-miR-99a-3p	4	111	111	4.27	3.27	21:hsa;hsa-mir-99a,16539138,16539159,+	4.26845867072583	3.2673686917376283
hsa-miR-4685-3p	3	111	111	4.27	3.27	10:hsa;hsa-mir-4685,98431339,98431360,-	4.26845867072583	3.2673686917376283
hsa-miR-550a-5p	3	110	43.17	4.23	3.24	7:hsa;hsa-mir-550a-2,32733002,32733024,+	1.6599561497267115	1.2706433801201886
hsa-miR-3059-3p	5	110	110	4.23	3.24	12:hsa;hsa-mir-3059,86745117,86745138,-	4.2300040881066785	3.23793293775801
hsa-miR-550a-5p	3	110	43.17	4.23	3.24	7:hsa;hsa-mir-550a-1,30289815,30289837,+	1.6599561497267115	1.2706433801201886
hsa-miR-5196-3p	3	108	108	4.15	3.18	19:hsa;hsa-mir-5196,35345581,35345601,+	4.153094922868375	3.1790614297987734
